Fecha		Peso	Cond.	Costo	Comentarios
17/11/2018......64	-1	53.0			
27/12/2018....104	-1	100.0			
24/01/2019....132	-1	129.0			
28/02/2019....167	-1	146.0			
28/03/2019....195	-1	162.0			
30/04/2019....228	-1	178.0			
26/06/2019....285	-1	216.0			
25/07/2019....314	-1	242.0			
30/08/2019....350	-1	270.0			
7/11/2019......419	-1	320.0			
17/01/2020....490	-1	352.0			
					
