Fecha		Peso	Cond.	Costo	Comentarios
17/11/2018......67	-1	69.0			
27/12/2018....107	-1	120.0			
24/01/2019....135	-1	150.0			
28/02/2019....170	-1	167.0			
28/03/2019....198	-1	185.0			
30/04/2019....231	-1	203.0			
26/06/2019....288	-1	245.0			
25/07/2019....317	-1	262.0			
30/08/2019....353	-1	284.0			
7/11/2019......422	-1	314.0			
17/01/2020....493	-1	361.0			
					
