Fecha		Peso	Cond.	Costo	Comentarios
17/11/2018......60	-1	62.0			
27/12/2018....100	-1	100.0			
24/01/2019....128	-1	125.0			
28/02/2019....163	-1	147.0			
28/03/2019....191	-1	174.0			
30/04/2019....224	-1	195.0			
26/06/2019....281	-1	236.0			
25/07/2019....310	-1	248.0			
30/08/2019....346	-1	253.0			
7/11/2019......415	-1	290.0			
17/01/2020....486	-1	344.0			
					
