Fecha	Hato	Lote	Grupo	Valor
				
23/12/2019	RC		R 3	$0
9/12/2019	RC		R 1	$0
1/07/2019	RC		HOR.1	$0
6/03/2018	RC		R 3	$0
31/12/2017	RC		HOR.1	$0
30/03/2017	RC		R 3	$0
18/01/2017	RC		R 1	$0
29/11/2016	RC		HOR.1	$0
2/12/2015	RC		R 1	$0
30/09/2015	RC		HOR.1	$0
28/11/2014	RC		R 1	$0
27/11/2014	RC		R 3	$0
28/09/2014	RC		R 2	$0
31/07/2014	RC		HOR.1	$0
4/03/2013	RC		R 2	$0
30/04/2012	RC		LVT5	$0
23/04/2011	CARAP		CARAP	$0
8/06/2010	ISLA		PRISO	$0
8/06/2010	RC		TL1	$0
