,date,HATO,variable,value,HATO_C
4771,2019-02-20,RECODO 3,lag_1,RC08,RECODO 3_1
7366,2019-02-20,RECODO 3,lag_2,RC05,RECODO 3_2
9961,2019-02-20,RECODO 3,lag_3,RC01,RECODO 3_3
2177,2019-02-21,RECODO 3,name,RC12,RECODO 3
4772,2019-02-21,RECODO 3,lag_1,RC09,RECODO 3_1
7367,2019-02-21,RECODO 3,lag_2,RC08,RECODO 3_2
9962,2019-02-21,RECODO 3,lag_3,RC05,RECODO 3_3
2178,2019-02-22,RECODO 3,name,RC12,RECODO 3
4773,2019-02-22,RECODO 3,lag_1,RC09,RECODO 3_1
7368,2019-02-22,RECODO 3,lag_2,RC08,RECODO 3_2
9963,2019-02-22,RECODO 3,lag_3,RC05,RECODO 3_3
2179,2019-02-23,RECODO 3,name,RC35,RECODO 3
4774,2019-02-23,RECODO 3,lag_1,RC12,RECODO 3_1
7369,2019-02-23,RECODO 3,lag_2,RC09,RECODO 3_2
9964,2019-02-23,RECODO 3,lag_3,RC08,RECODO 3_3
2180,2019-02-24,RECODO 3,name,RC35,RECODO 3
4775,2019-02-24,RECODO 3,lag_1,RC12,RECODO 3_1
7370,2019-02-24,RECODO 3,lag_2,RC09,RECODO 3_2
9965,2019-02-24,RECODO 3,lag_3,RC08,RECODO 3_3
2181,2019-02-25,RECODO 3,name,RC35,RECODO 3
4776,2019-02-25,RECODO 3,lag_1,RC12,RECODO 3_1
7371,2019-02-25,RECODO 3,lag_2,RC09,RECODO 3_2
9966,2019-02-25,RECODO 3,lag_3,RC08,RECODO 3_3
2182,2019-02-26,RECODO 3,name,RC34,RECODO 3
4777,2019-02-26,RECODO 3,lag_1,RC35,RECODO 3_1
7372,2019-02-26,RECODO 3,lag_2,RC12,RECODO 3_2
9967,2019-02-26,RECODO 3,lag_3,RC09,RECODO 3_3
2183,2019-02-27,RECODO 3,name,RC34,RECODO 3
4778,2019-02-27,RECODO 3,lag_1,RC35,RECODO 3_1
7373,2019-02-27,RECODO 3,lag_2,RC12,RECODO 3_2
9968,2019-02-27,RECODO 3,lag_3,RC09,RECODO 3_3
2184,2019-02-28,RECODO 3,name,RC33,RECODO 3
4779,2019-02-28,RECODO 3,lag_1,RC34,RECODO 3_1
7374,2019-02-28,RECODO 3,lag_2,RC35,RECODO 3_2
9969,2019-02-28,RECODO 3,lag_3,RC12,RECODO 3_3
2185,2019-03-01,RECODO 3,name,RC35,RECODO 3
4780,2019-03-01,RECODO 3,lag_1,RC33,RECODO 3_1
7375,2019-03-01,RECODO 3,lag_2,RC34,RECODO 3_2
9970,2019-03-01,RECODO 3,lag_3,RC35,RECODO 3_3
2186,2019-03-02,RECODO 3,name,RC35,RECODO 3
4781,2019-03-02,RECODO 3,lag_1,RC33,RECODO 3_1
7376,2019-03-02,RECODO 3,lag_2,RC34,RECODO 3_2
9971,2019-03-02,RECODO 3,lag_3,RC35,RECODO 3_3
2187,2019-03-03,RECODO 3,name,RC33,RECODO 3
4782,2019-03-03,RECODO 3,lag_1,RC35,RECODO 3_1
7377,2019-03-03,RECODO 3,lag_2,RC33,RECODO 3_2
9972,2019-03-03,RECODO 3,lag_3,RC34,RECODO 3_3
2188,2019-03-04,RECODO 3,name,RC33,RECODO 3
4783,2019-03-04,RECODO 3,lag_1,RC35,RECODO 3_1
7378,2019-03-04,RECODO 3,lag_2,RC33,RECODO 3_2
9973,2019-03-04,RECODO 3,lag_3,RC34,RECODO 3_3
2189,2019-03-05,RECODO 3,name,RC33,RECODO 3
4784,2019-03-05,RECODO 3,lag_1,RC35,RECODO 3_1
7379,2019-03-05,RECODO 3,lag_2,RC33,RECODO 3_2
9974,2019-03-05,RECODO 3,lag_3,RC34,RECODO 3_3
2190,2019-03-06,RECODO 3,name,RC03,RECODO 3
4785,2019-03-06,RECODO 3,lag_1,RC33,RECODO 3_1
7380,2019-03-06,RECODO 3,lag_2,RC35,RECODO 3_2
9975,2019-03-06,RECODO 3,lag_3,RC33,RECODO 3_3
2191,2019-03-07,RECODO 3,name,RC30,RECODO 3
4786,2019-03-07,RECODO 3,lag_1,RC03,RECODO 3_1
7381,2019-03-07,RECODO 3,lag_2,RC33,RECODO 3_2
9976,2019-03-07,RECODO 3,lag_3,RC35,RECODO 3_3
2192,2019-03-08,RECODO 3,name,RC30,RECODO 3
4787,2019-03-08,RECODO 3,lag_1,RC03,RECODO 3_1
7382,2019-03-08,RECODO 3,lag_2,RC33,RECODO 3_2
9977,2019-03-08,RECODO 3,lag_3,RC35,RECODO 3_3
2193,2019-03-09,RECODO 3,name,RC29,RECODO 3
4788,2019-03-09,RECODO 3,lag_1,RC30,RECODO 3_1
7383,2019-03-09,RECODO 3,lag_2,RC03,RECODO 3_2
9978,2019-03-09,RECODO 3,lag_3,RC33,RECODO 3_3
2194,2019-03-10,RECODO 3,name,RC29,RECODO 3
4789,2019-03-10,RECODO 3,lag_1,RC30,RECODO 3_1
7384,2019-03-10,RECODO 3,lag_2,RC03,RECODO 3_2
9979,2019-03-10,RECODO 3,lag_3,RC33,RECODO 3_3
2195,2019-03-11,RECODO 3,name,RC29,RECODO 3
4790,2019-03-11,RECODO 3,lag_1,RC30,RECODO 3_1
7385,2019-03-11,RECODO 3,lag_2,RC03,RECODO 3_2
9980,2019-03-11,RECODO 3,lag_3,RC33,RECODO 3_3
2196,2019-03-12,RECODO 3,name,RC28,RECODO 3
4791,2019-03-12,RECODO 3,lag_1,RC29,RECODO 3_1
7386,2019-03-12,RECODO 3,lag_2,RC30,RECODO 3_2
9981,2019-03-12,RECODO 3,lag_3,RC03,RECODO 3_3
2197,2019-03-13,RECODO 3,name,RC28,RECODO 3
4792,2019-03-13,RECODO 3,lag_1,RC29,RECODO 3_1
7387,2019-03-13,RECODO 3,lag_2,RC30,RECODO 3_2
9982,2019-03-13,RECODO 3,lag_3,RC03,RECODO 3_3
2198,2019-03-14,RECODO 3,name,RC31,RECODO 3
4793,2019-03-14,RECODO 3,lag_1,RC28,RECODO 3_1
7388,2019-03-14,RECODO 3,lag_2,RC29,RECODO 3_2
9983,2019-03-14,RECODO 3,lag_3,RC30,RECODO 3_3
2199,2019-03-15,RECODO 3,name,RC31,RECODO 3
4794,2019-03-15,RECODO 3,lag_1,RC28,RECODO 3_1
7389,2019-03-15,RECODO 3,lag_2,RC29,RECODO 3_2
9984,2019-03-15,RECODO 3,lag_3,RC30,RECODO 3_3
2200,2019-03-16,RECODO 3,name,RC27,RECODO 3
4795,2019-03-16,RECODO 3,lag_1,RC31,RECODO 3_1
7390,2019-03-16,RECODO 3,lag_2,RC28,RECODO 3_2
9985,2019-03-16,RECODO 3,lag_3,RC29,RECODO 3_3
2201,2019-03-17,RECODO 3,name,RC27,RECODO 3
4796,2019-03-17,RECODO 3,lag_1,RC31,RECODO 3_1
7391,2019-03-17,RECODO 3,lag_2,RC28,RECODO 3_2
9986,2019-03-17,RECODO 3,lag_3,RC29,RECODO 3_3
2202,2019-03-18,RECODO 3,name,RC32,RECODO 3
4797,2019-03-18,RECODO 3,lag_1,RC27,RECODO 3_1
7392,2019-03-18,RECODO 3,lag_2,RC31,RECODO 3_2
9987,2019-03-18,RECODO 3,lag_3,RC28,RECODO 3_3
2203,2019-03-19,RECODO 3,name,RC32,RECODO 3
4798,2019-03-19,RECODO 3,lag_1,RC27,RECODO 3_1
7393,2019-03-19,RECODO 3,lag_2,RC31,RECODO 3_2
9988,2019-03-19,RECODO 3,lag_3,RC28,RECODO 3_3
2204,2019-03-20,RECODO 3,name,RC32,RECODO 3
4799,2019-03-20,RECODO 3,lag_1,RC27,RECODO 3_1
7394,2019-03-20,RECODO 3,lag_2,RC31,RECODO 3_2
9989,2019-03-20,RECODO 3,lag_3,RC28,RECODO 3_3
2205,2019-03-21,RECODO 3,name,RC03,RECODO 3
4800,2019-03-21,RECODO 3,lag_1,RC32,RECODO 3_1
7395,2019-03-21,RECODO 3,lag_2,RC27,RECODO 3_2
9990,2019-03-21,RECODO 3,lag_3,RC31,RECODO 3_3
2206,2019-03-22,RECODO 3,name,RC03,RECODO 3
4801,2019-03-22,RECODO 3,lag_1,RC32,RECODO 3_1
7396,2019-03-22,RECODO 3,lag_2,RC27,RECODO 3_2
9991,2019-03-22,RECODO 3,lag_3,RC31,RECODO 3_3
2207,2019-03-23,RECODO 3,name,RC03,RECODO 3
4802,2019-03-23,RECODO 3,lag_1,RC32,RECODO 3_1
7397,2019-03-23,RECODO 3,lag_2,RC27,RECODO 3_2
9992,2019-03-23,RECODO 3,lag_3,RC31,RECODO 3_3
2208,2019-03-24,RECODO 3,name,RC02,RECODO 3
4803,2019-03-24,RECODO 3,lag_1,RC03,RECODO 3_1
7398,2019-03-24,RECODO 3,lag_2,RC32,RECODO 3_2
9993,2019-03-24,RECODO 3,lag_3,RC27,RECODO 3_3
2209,2019-03-25,RECODO 3,name,RC02,RECODO 3
4804,2019-03-25,RECODO 3,lag_1,RC03,RECODO 3_1
7399,2019-03-25,RECODO 3,lag_2,RC32,RECODO 3_2
9994,2019-03-25,RECODO 3,lag_3,RC27,RECODO 3_3
2210,2019-03-26,RECODO 3,name,RC02,RECODO 3
4805,2019-03-26,RECODO 3,lag_1,RC03,RECODO 3_1
7400,2019-03-26,RECODO 3,lag_2,RC32,RECODO 3_2
9995,2019-03-26,RECODO 3,lag_3,RC27,RECODO 3_3
2211,2019-03-27,RECODO 3,name,RC01,RECODO 3
4806,2019-03-27,RECODO 3,lag_1,RC02,RECODO 3_1
7401,2019-03-27,RECODO 3,lag_2,RC03,RECODO 3_2
9996,2019-03-27,RECODO 3,lag_3,RC32,RECODO 3_3
2212,2019-03-28,RECODO 3,name,RC01,RECODO 3
4807,2019-03-28,RECODO 3,lag_1,RC02,RECODO 3_1
7402,2019-03-28,RECODO 3,lag_2,RC03,RECODO 3_2
9997,2019-03-28,RECODO 3,lag_3,RC32,RECODO 3_3
2213,2019-03-29,RECODO 3,name,RC04,RECODO 3
4808,2019-03-29,RECODO 3,lag_1,RC01,RECODO 3_1
7403,2019-03-29,RECODO 3,lag_2,RC02,RECODO 3_2
9998,2019-03-29,RECODO 3,lag_3,RC03,RECODO 3_3
2214,2019-03-30,RECODO 3,name,RC04,RECODO 3
4809,2019-03-30,RECODO 3,lag_1,RC01,RECODO 3_1
7404,2019-03-30,RECODO 3,lag_2,RC02,RECODO 3_2
9999,2019-03-30,RECODO 3,lag_3,RC03,RECODO 3_3
2215,2019-03-31,RECODO 3,name,RC04,RECODO 3
4810,2019-03-31,RECODO 3,lag_1,RC01,RECODO 3_1
7405,2019-03-31,RECODO 3,lag_2,RC02,RECODO 3_2
10000,2019-03-31,RECODO 3,lag_3,RC03,RECODO 3_3
2216,2019-04-01,RECODO 3,name,RC05,RECODO 3
4811,2019-04-01,RECODO 3,lag_1,RC04,RECODO 3_1
7406,2019-04-01,RECODO 3,lag_2,RC01,RECODO 3_2
10001,2019-04-01,RECODO 3,lag_3,RC02,RECODO 3_3
2217,2019-04-02,RECODO 3,name,RC05,RECODO 3
4812,2019-04-02,RECODO 3,lag_1,RC04,RECODO 3_1
7407,2019-04-02,RECODO 3,lag_2,RC01,RECODO 3_2
10002,2019-04-02,RECODO 3,lag_3,RC02,RECODO 3_3
2218,2019-04-03,RECODO 3,name,RC05,RECODO 3
4813,2019-04-03,RECODO 3,lag_1,RC04,RECODO 3_1
7408,2019-04-03,RECODO 3,lag_2,RC01,RECODO 3_2
10003,2019-04-03,RECODO 3,lag_3,RC02,RECODO 3_3
2219,2019-04-04,RECODO 3,name,RC06,RECODO 3
4814,2019-04-04,RECODO 3,lag_1,RC05,RECODO 3_1
7409,2019-04-04,RECODO 3,lag_2,RC04,RECODO 3_2
10004,2019-04-04,RECODO 3,lag_3,RC01,RECODO 3_3
2220,2019-04-05,RECODO 3,name,RC06,RECODO 3
4815,2019-04-05,RECODO 3,lag_1,RC05,RECODO 3_1
7410,2019-04-05,RECODO 3,lag_2,RC04,RECODO 3_2
10005,2019-04-05,RECODO 3,lag_3,RC01,RECODO 3_3
2221,2019-04-06,RECODO 3,name,RC35,RECODO 3
4816,2019-04-06,RECODO 3,lag_1,RC06,RECODO 3_1
7411,2019-04-06,RECODO 3,lag_2,RC05,RECODO 3_2
10006,2019-04-06,RECODO 3,lag_3,RC04,RECODO 3_3
2222,2019-04-07,RECODO 3,name,RC35,RECODO 3
4817,2019-04-07,RECODO 3,lag_1,RC06,RECODO 3_1
7412,2019-04-07,RECODO 3,lag_2,RC05,RECODO 3_2
10007,2019-04-07,RECODO 3,lag_3,RC04,RECODO 3_3
2223,2019-04-08,RECODO 3,name,RC30,RECODO 3
4818,2019-04-08,RECODO 3,lag_1,RC35,RECODO 3_1
7413,2019-04-08,RECODO 3,lag_2,RC06,RECODO 3_2
10008,2019-04-08,RECODO 3,lag_3,RC05,RECODO 3_3
2224,2019-04-09,RECODO 3,name,RC30,RECODO 3
4819,2019-04-09,RECODO 3,lag_1,RC35,RECODO 3_1
7414,2019-04-09,RECODO 3,lag_2,RC06,RECODO 3_2
10009,2019-04-09,RECODO 3,lag_3,RC05,RECODO 3_3
2225,2019-04-10,RECODO 3,name,RC07,RECODO 3
4820,2019-04-10,RECODO 3,lag_1,RC30,RECODO 3_1
7415,2019-04-10,RECODO 3,lag_2,RC35,RECODO 3_2
10010,2019-04-10,RECODO 3,lag_3,RC06,RECODO 3_3
2226,2019-04-11,RECODO 3,name,RC07,RECODO 3
4821,2019-04-11,RECODO 3,lag_1,RC30,RECODO 3_1
7416,2019-04-11,RECODO 3,lag_2,RC35,RECODO 3_2
10011,2019-04-11,RECODO 3,lag_3,RC06,RECODO 3_3
2227,2019-04-12,RECODO 3,name,RC08,RECODO 3
4822,2019-04-12,RECODO 3,lag_1,RC07,RECODO 3_1
7417,2019-04-12,RECODO 3,lag_2,RC30,RECODO 3_2
10012,2019-04-12,RECODO 3,lag_3,RC35,RECODO 3_3
2228,2019-04-13,RECODO 3,name,RC08,RECODO 3
4823,2019-04-13,RECODO 3,lag_1,RC07,RECODO 3_1
7418,2019-04-13,RECODO 3,lag_2,RC30,RECODO 3_2
10013,2019-04-13,RECODO 3,lag_3,RC35,RECODO 3_3
2229,2019-04-14,RECODO 3,name,RC08,RECODO 3
4824,2019-04-14,RECODO 3,lag_1,RC07,RECODO 3_1
7419,2019-04-14,RECODO 3,lag_2,RC30,RECODO 3_2
10014,2019-04-14,RECODO 3,lag_3,RC35,RECODO 3_3
2230,2019-04-15,RECODO 3,name,RC09,RECODO 3
4825,2019-04-15,RECODO 3,lag_1,RC08,RECODO 3_1
7420,2019-04-15,RECODO 3,lag_2,RC07,RECODO 3_2
10015,2019-04-15,RECODO 3,lag_3,RC30,RECODO 3_3
2231,2019-04-16,RECODO 3,name,RC09,RECODO 3
4826,2019-04-16,RECODO 3,lag_1,RC08,RECODO 3_1
7421,2019-04-16,RECODO 3,lag_2,RC07,RECODO 3_2
10016,2019-04-16,RECODO 3,lag_3,RC30,RECODO 3_3
2232,2019-04-17,RECODO 3,name,RC12,RECODO 3
4827,2019-04-17,RECODO 3,lag_1,RC09,RECODO 3_1
7422,2019-04-17,RECODO 3,lag_2,RC08,RECODO 3_2
10017,2019-04-17,RECODO 3,lag_3,RC07,RECODO 3_3
2233,2019-04-18,RECODO 3,name,RC12,RECODO 3
4828,2019-04-18,RECODO 3,lag_1,RC09,RECODO 3_1
7423,2019-04-18,RECODO 3,lag_2,RC08,RECODO 3_2
10018,2019-04-18,RECODO 3,lag_3,RC07,RECODO 3_3
2234,2019-04-19,RECODO 3,name,RC12,RECODO 3
4829,2019-04-19,RECODO 3,lag_1,RC09,RECODO 3_1
7424,2019-04-19,RECODO 3,lag_2,RC08,RECODO 3_2
10019,2019-04-19,RECODO 3,lag_3,RC07,RECODO 3_3
2235,2019-04-20,RECODO 3,name,RC10,RECODO 3
4830,2019-04-20,RECODO 3,lag_1,RC12,RECODO 3_1
7425,2019-04-20,RECODO 3,lag_2,RC09,RECODO 3_2
10020,2019-04-20,RECODO 3,lag_3,RC08,RECODO 3_3
2236,2019-04-21,RECODO 3,name,RC10,RECODO 3
4831,2019-04-21,RECODO 3,lag_1,RC12,RECODO 3_1
7426,2019-04-21,RECODO 3,lag_2,RC09,RECODO 3_2
10021,2019-04-21,RECODO 3,lag_3,RC08,RECODO 3_3
2237,2019-04-22,RECODO 3,name,RC29,RECODO 3
4832,2019-04-22,RECODO 3,lag_1,RC10,RECODO 3_1
7427,2019-04-22,RECODO 3,lag_2,RC12,RECODO 3_2
10022,2019-04-22,RECODO 3,lag_3,RC09,RECODO 3_3
2238,2019-04-23,RECODO 3,name,RC29,RECODO 3
4833,2019-04-23,RECODO 3,lag_1,RC10,RECODO 3_1
7428,2019-04-23,RECODO 3,lag_2,RC12,RECODO 3_2
10023,2019-04-23,RECODO 3,lag_3,RC09,RECODO 3_3
2239,2019-04-24,RECODO 3,name,RC29,RECODO 3
4834,2019-04-24,RECODO 3,lag_1,RC10,RECODO 3_1
7429,2019-04-24,RECODO 3,lag_2,RC12,RECODO 3_2
10024,2019-04-24,RECODO 3,lag_3,RC09,RECODO 3_3
2240,2019-04-25,RECODO 3,name,RC28,RECODO 3
4835,2019-04-25,RECODO 3,lag_1,RC29,RECODO 3_1
7430,2019-04-25,RECODO 3,lag_2,RC10,RECODO 3_2
10025,2019-04-25,RECODO 3,lag_3,RC12,RECODO 3_3
2241,2019-04-26,RECODO 3,name,RC28,RECODO 3
4836,2019-04-26,RECODO 3,lag_1,RC29,RECODO 3_1
7431,2019-04-26,RECODO 3,lag_2,RC10,RECODO 3_2
10026,2019-04-26,RECODO 3,lag_3,RC12,RECODO 3_3
2242,2019-04-27,RECODO 3,name,RC31,RECODO 3
4837,2019-04-27,RECODO 3,lag_1,RC28,RECODO 3_1
7432,2019-04-27,RECODO 3,lag_2,RC29,RECODO 3_2
10027,2019-04-27,RECODO 3,lag_3,RC10,RECODO 3_3
2243,2019-04-28,RECODO 3,name,RC31,RECODO 3
4838,2019-04-28,RECODO 3,lag_1,RC28,RECODO 3_1
7433,2019-04-28,RECODO 3,lag_2,RC29,RECODO 3_2
10028,2019-04-28,RECODO 3,lag_3,RC10,RECODO 3_3
2244,2019-04-29,RECODO 3,name,RC31,RECODO 3
4839,2019-04-29,RECODO 3,lag_1,RC28,RECODO 3_1
7434,2019-04-29,RECODO 3,lag_2,RC29,RECODO 3_2
10029,2019-04-29,RECODO 3,lag_3,RC10,RECODO 3_3
2245,2019-04-30,RECODO 3,name,RC27,RECODO 3
4840,2019-04-30,RECODO 3,lag_1,RC31,RECODO 3_1
7435,2019-04-30,RECODO 3,lag_2,RC28,RECODO 3_2
10030,2019-04-30,RECODO 3,lag_3,RC29,RECODO 3_3
2246,2019-05-01,RECODO 3,name,RC27,RECODO 3
4841,2019-05-01,RECODO 3,lag_1,RC31,RECODO 3_1
7436,2019-05-01,RECODO 3,lag_2,RC28,RECODO 3_2
10031,2019-05-01,RECODO 3,lag_3,RC29,RECODO 3_3
2247,2019-05-02,RECODO 3,name,RC32,RECODO 3
4842,2019-05-02,RECODO 3,lag_1,RC27,RECODO 3_1
7437,2019-05-02,RECODO 3,lag_2,RC31,RECODO 3_2
10032,2019-05-02,RECODO 3,lag_3,RC28,RECODO 3_3
2248,2019-05-03,RECODO 3,name,RC31,RECODO 3
4843,2019-05-03,RECODO 3,lag_1,RC32,RECODO 3_1
7438,2019-05-03,RECODO 3,lag_2,RC27,RECODO 3_2
10033,2019-05-03,RECODO 3,lag_3,RC31,RECODO 3_3
2249,2019-05-04,RECODO 3,name,RC31,RECODO 3
4844,2019-05-04,RECODO 3,lag_1,RC32,RECODO 3_1
7439,2019-05-04,RECODO 3,lag_2,RC27,RECODO 3_2
10034,2019-05-04,RECODO 3,lag_3,RC31,RECODO 3_3
2250,2019-05-05,RECODO 3,name,RC31,RECODO 3
4845,2019-05-05,RECODO 3,lag_1,RC32,RECODO 3_1
7440,2019-05-05,RECODO 3,lag_2,RC27,RECODO 3_2
10035,2019-05-05,RECODO 3,lag_3,RC31,RECODO 3_3
2251,2019-05-06,RECODO 3,name,RC30,RECODO 3
4846,2019-05-06,RECODO 3,lag_1,RC31,RECODO 3_1
7441,2019-05-06,RECODO 3,lag_2,RC32,RECODO 3_2
10036,2019-05-06,RECODO 3,lag_3,RC27,RECODO 3_3
2252,2019-05-07,RECODO 3,name,RC30,RECODO 3
4847,2019-05-07,RECODO 3,lag_1,RC31,RECODO 3_1
7442,2019-05-07,RECODO 3,lag_2,RC32,RECODO 3_2
10037,2019-05-07,RECODO 3,lag_3,RC27,RECODO 3_3
2253,2019-05-08,RECODO 3,name,RC35,RECODO 3
4848,2019-05-08,RECODO 3,lag_1,RC30,RECODO 3_1
7443,2019-05-08,RECODO 3,lag_2,RC31,RECODO 3_2
10038,2019-05-08,RECODO 3,lag_3,RC32,RECODO 3_3
2254,2019-05-09,RECODO 3,name,RC35,RECODO 3
4849,2019-05-09,RECODO 3,lag_1,RC30,RECODO 3_1
7444,2019-05-09,RECODO 3,lag_2,RC31,RECODO 3_2
10039,2019-05-09,RECODO 3,lag_3,RC32,RECODO 3_3
2255,2019-05-10,RECODO 3,name,RC03,RECODO 3
4850,2019-05-10,RECODO 3,lag_1,RC35,RECODO 3_1
7445,2019-05-10,RECODO 3,lag_2,RC30,RECODO 3_2
10040,2019-05-10,RECODO 3,lag_3,RC31,RECODO 3_3
2256,2019-05-11,RECODO 3,name,RC03,RECODO 3
4851,2019-05-11,RECODO 3,lag_1,RC35,RECODO 3_1
7446,2019-05-11,RECODO 3,lag_2,RC30,RECODO 3_2
10041,2019-05-11,RECODO 3,lag_3,RC31,RECODO 3_3
2257,2019-05-12,RECODO 3,name,RC03,RECODO 3
4852,2019-05-12,RECODO 3,lag_1,RC35,RECODO 3_1
7447,2019-05-12,RECODO 3,lag_2,RC30,RECODO 3_2
10042,2019-05-12,RECODO 3,lag_3,RC31,RECODO 3_3
2258,2019-05-13,RECODO 3,name,RC02,RECODO 3
4853,2019-05-13,RECODO 3,lag_1,RC03,RECODO 3_1
7448,2019-05-13,RECODO 3,lag_2,RC35,RECODO 3_2
10043,2019-05-13,RECODO 3,lag_3,RC30,RECODO 3_3
2259,2019-05-14,RECODO 3,name,RC02,RECODO 3
4854,2019-05-14,RECODO 3,lag_1,RC03,RECODO 3_1
7449,2019-05-14,RECODO 3,lag_2,RC35,RECODO 3_2
10044,2019-05-14,RECODO 3,lag_3,RC30,RECODO 3_3
2260,2019-05-15,RECODO 3,name,RC02,RECODO 3
4855,2019-05-15,RECODO 3,lag_1,RC03,RECODO 3_1
7450,2019-05-15,RECODO 3,lag_2,RC35,RECODO 3_2
10045,2019-05-15,RECODO 3,lag_3,RC30,RECODO 3_3
2261,2019-05-16,RECODO 3,name,RC01,RECODO 3
4856,2019-05-16,RECODO 3,lag_1,RC02,RECODO 3_1
7451,2019-05-16,RECODO 3,lag_2,RC03,RECODO 3_2
10046,2019-05-16,RECODO 3,lag_3,RC35,RECODO 3_3
2262,2019-05-17,RECODO 3,name,RC04,RECODO 3
4857,2019-05-17,RECODO 3,lag_1,RC01,RECODO 3_1
7452,2019-05-17,RECODO 3,lag_2,RC02,RECODO 3_2
10047,2019-05-17,RECODO 3,lag_3,RC03,RECODO 3_3
2263,2019-05-18,RECODO 3,name,RC04,RECODO 3
4858,2019-05-18,RECODO 3,lag_1,RC01,RECODO 3_1
7453,2019-05-18,RECODO 3,lag_2,RC02,RECODO 3_2
10048,2019-05-18,RECODO 3,lag_3,RC03,RECODO 3_3
2264,2019-05-19,RECODO 3,name,RC05,RECODO 3
4859,2019-05-19,RECODO 3,lag_1,RC04,RECODO 3_1
7454,2019-05-19,RECODO 3,lag_2,RC01,RECODO 3_2
10049,2019-05-19,RECODO 3,lag_3,RC02,RECODO 3_3
2265,2019-05-20,RECODO 3,name,RC05,RECODO 3
4860,2019-05-20,RECODO 3,lag_1,RC04,RECODO 3_1
7455,2019-05-20,RECODO 3,lag_2,RC01,RECODO 3_2
10050,2019-05-20,RECODO 3,lag_3,RC02,RECODO 3_3
2266,2019-05-21,RECODO 3,name,RC06,RECODO 3
4861,2019-05-21,RECODO 3,lag_1,RC05,RECODO 3_1
7456,2019-05-21,RECODO 3,lag_2,RC04,RECODO 3_2
10051,2019-05-21,RECODO 3,lag_3,RC01,RECODO 3_3
2267,2019-05-22,RECODO 3,name,RC06,RECODO 3
4862,2019-05-22,RECODO 3,lag_1,RC05,RECODO 3_1
7457,2019-05-22,RECODO 3,lag_2,RC04,RECODO 3_2
10052,2019-05-22,RECODO 3,lag_3,RC01,RECODO 3_3
2268,2019-05-23,RECODO 3,name,RC07,RECODO 3
4863,2019-05-23,RECODO 3,lag_1,RC06,RECODO 3_1
7458,2019-05-23,RECODO 3,lag_2,RC05,RECODO 3_2
10053,2019-05-23,RECODO 3,lag_3,RC04,RECODO 3_3
2269,2019-05-24,RECODO 3,name,RC07,RECODO 3
4864,2019-05-24,RECODO 3,lag_1,RC06,RECODO 3_1
7459,2019-05-24,RECODO 3,lag_2,RC05,RECODO 3_2
10054,2019-05-24,RECODO 3,lag_3,RC04,RECODO 3_3
2270,2019-05-25,RECODO 3,name,RC08,RECODO 3
4865,2019-05-25,RECODO 3,lag_1,RC07,RECODO 3_1
7460,2019-05-25,RECODO 3,lag_2,RC06,RECODO 3_2
10055,2019-05-25,RECODO 3,lag_3,RC05,RECODO 3_3
2271,2019-05-26,RECODO 3,name,RC08,RECODO 3
4866,2019-05-26,RECODO 3,lag_1,RC07,RECODO 3_1
7461,2019-05-26,RECODO 3,lag_2,RC06,RECODO 3_2
10056,2019-05-26,RECODO 3,lag_3,RC05,RECODO 3_3
2272,2019-05-27,RECODO 3,name,RC08,RECODO 3
4867,2019-05-27,RECODO 3,lag_1,RC07,RECODO 3_1
7462,2019-05-27,RECODO 3,lag_2,RC06,RECODO 3_2
10057,2019-05-27,RECODO 3,lag_3,RC05,RECODO 3_3
2273,2019-05-28,RECODO 3,name,RC09,RECODO 3
4868,2019-05-28,RECODO 3,lag_1,RC08,RECODO 3_1
7463,2019-05-28,RECODO 3,lag_2,RC07,RECODO 3_2
10058,2019-05-28,RECODO 3,lag_3,RC06,RECODO 3_3
2274,2019-05-29,RECODO 3,name,RC09,RECODO 3
4869,2019-05-29,RECODO 3,lag_1,RC08,RECODO 3_1
7464,2019-05-29,RECODO 3,lag_2,RC07,RECODO 3_2
10059,2019-05-29,RECODO 3,lag_3,RC06,RECODO 3_3
2275,2019-05-30,RECODO 3,name,RC12,RECODO 3
4870,2019-05-30,RECODO 3,lag_1,RC09,RECODO 3_1
7465,2019-05-30,RECODO 3,lag_2,RC08,RECODO 3_2
10060,2019-05-30,RECODO 3,lag_3,RC07,RECODO 3_3
2276,2019-05-31,RECODO 3,name,RC12,RECODO 3
4871,2019-05-31,RECODO 3,lag_1,RC09,RECODO 3_1
7466,2019-05-31,RECODO 3,lag_2,RC08,RECODO 3_2
10061,2019-05-31,RECODO 3,lag_3,RC07,RECODO 3_3
2277,2019-06-01,RECODO 3,name,RC10,RECODO 3
4872,2019-06-01,RECODO 3,lag_1,RC12,RECODO 3_1
7467,2019-06-01,RECODO 3,lag_2,RC09,RECODO 3_2
10062,2019-06-01,RECODO 3,lag_3,RC08,RECODO 3_3
2278,2019-06-02,RECODO 3,name,RC10,RECODO 3
4873,2019-06-02,RECODO 3,lag_1,RC12,RECODO 3_1
7468,2019-06-02,RECODO 3,lag_2,RC09,RECODO 3_2
10063,2019-06-02,RECODO 3,lag_3,RC08,RECODO 3_3
2279,2019-06-03,RECODO 3,name,RC29,RECODO 3
4874,2019-06-03,RECODO 3,lag_1,RC10,RECODO 3_1
7469,2019-06-03,RECODO 3,lag_2,RC12,RECODO 3_2
