VACA,NOMBRE,HATO,AI,AD,PI,PD,ORDEÑADOR,Observación,FECHA CHEQUEO,UBRE SANA,CAL. UBRE,GAP,CHEQUEO / REVISIÓN
2091,2091,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2092,2092,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2095,2095,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2130,2130,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2153,2153,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2159,2159,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2164,2164,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2165,2165,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2176,2176,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2183,2183,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2201,2201,R1,1,0,0,0,ANCELMO,,2020-06-09,0.75,0.75,0.0,C
2231,2231,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2253,2253,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2266,2266,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2272,2272,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2273,2273,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2275,2275,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2295,2295,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2296,2296,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2302,2302,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2309,2309,R1,1,0,0,0,NESTOR,,2020-06-09,0.75,0.75,0.0,C
2310,2310,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2311,2311,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2315,2315,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2325,2325,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2332,2332,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2337,2337,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2339,2339,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2340,2340,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2342,2342,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2343,2343,R1,0,0,0,4,ANCELMO,Tache de ordeño,2020-06-09,0.75,0.0,0.75,C
2345,2345,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2346,2346,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2349,2349,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2350,2350,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2352,2352,R1,0,1,0,0,ANCELMO,,2020-06-09,0.75,0.75,0.0,C
2353,2353,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2355,2355,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2356,2356,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2361,2361,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2367,2367,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2368,2368,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2370,2370,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2371,2371,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2372,2372,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2375,2375,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2376,2376,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2377,2377,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2378,2378,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2379,2379,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2383,2383,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2385,2385,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2386,2386,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2390,2390,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2392,2392,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2396,2396,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2399,2399,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2402,2402,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2409,2409,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2411,2411,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2415,2415,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2496,2496,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
9033,9033,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
257,257J,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
265,265J,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
267,267J,PARAISO,0,0,P,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
1590,1590,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1693,1693,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1706,1706,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
1716,1716,PARAISO,0,1,0,0,OSCAR,,2020-06-10,0.75,0.75,0.0,C
1784,1784B,PARAISO,4,1,1,0,OSCAR,Tache de Rutina,2020-06-10,0.25,-0.5,0.75,C
1801,1801B,PARAISO,0,0,1,1,JHON,,2020-06-10,0.5,0.5,0.0,C
1809,1809,PARAISO,0,1,1,0,JHON,,2020-06-10,0.5,0.5,0.0,C
1858,1858,PARAISO,0,P,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1861,1861,PARAISO,1,1,2,1,JHON,,2020-06-10,0.0,-0.25,0.25,C
1864,1864,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
1874,1874,PARAISO,4,1,3,2,JHON,"Rlexine NP 200 x 4 jeringas en el pezon que marca 4, y 25 cm Cefalexina inyectada x 2 dosis",2020-06-10,0.0,-1.5,1.5,C
1877,1877,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1901,1901,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1907,1907,PARAISO,0,0,0,1,JHON,,2020-06-10,0.75,0.75,0.0,C
1923,1923,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
1931,1931,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2019,2019,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2022,2022,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2033,2033,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2034,2034,PARAISO,0,0,0,1,JHON,,2020-06-10,0.75,0.75,0.0,C
2125,2125,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2134,2134,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2143,2143,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2149,2149,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2203,2203,PARAISO,1,0,0,0,OSCAR,,2020-06-10,0.75,0.75,0.0,C
2204,2204,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2226,2226,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2230,2230,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2236,2236,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2237,2237,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2239,2239,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2249,2249,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2255,2255,PARAISO,0,P,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2262,2262,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2268,2268,PARAISO,1,1,0,0,JHON,,2020-06-10,0.5,0.5,0.0,C
2270,2270,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2276,2276,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2279,2279,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2281,2281,PARAISO,0,0,P,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2294,2294,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2297,2297,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2299,2299,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2306,2306,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2312,2312,PARAISO,0,P,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2330,2330,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2387,2387,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2423,2423,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2426,2426,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2433,2433,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2434,2434,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2439,2439,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2442,2442,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2443,2443,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2445,2445,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2447,2447,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2450,2450,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2468,2468,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2471,2471,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2476,2476,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2484,2484,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2491,2491,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2492,2492,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2506,2506,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2509,2509,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2515,2515,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2523,2523,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2526,2526,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2528,2528,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2530,2530,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2533,2533,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2538,2538,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2539,2539,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2543,2543,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2548,2548,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2549,2549,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2553,2553,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2555,2555,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2556,2556,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2560,2560,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2562,2562,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2564,2564,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2565,2565,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2568,2568,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2570,2570,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2584,2584,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2586,2586,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2589,2589,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2590,2590,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2592,2592,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2593,2593,PARAISO,0,0,0,1,OSCAR,,2020-06-10,0.75,0.75,0.0,C
2602,2602,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2606,2606,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2608,2608,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2610,2610,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2612,2612,PARAISO,0,0,1,0,OSCAR,,2020-06-10,0.75,0.75,0.0,C
2619,2619,PARAISO,0,1,0,0,OSCAR,,2020-06-10,0.75,0.75,0.0,C
2622,2622,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2626,2626,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2629,2629,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2634,2634,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2645,2645,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2646,2646,PARAISO,P,P,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2649,2649,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
2666,2666,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2668,2668,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2683,2683,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2688,2688,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
2691,2691,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4002,4002,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4010,4010,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4031,4031,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
4056,4056,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4065,4065,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
4070,4070,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
4092,4092,PARAISO,0,0,0,0,JHON,,2020-06-10,1.0,1.0,0.0,C
4102,4102,PARAISO,1,0,0,1,OSCAR,,2020-06-10,0.5,0.5,0.0,C
4116,4116,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4125,4125,PARAISO,0,0,0,0,OSCAR,,2020-06-10,1.0,1.0,0.0,C
4228,4228,PARAISO,0,0,1,0,JHON,,2020-06-10,0.75,0.75,0.0,C
2417,2417,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2420,2420,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2429,2429,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2432,2432,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2437,2437,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2438,2438,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2446,2446,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2449,2449,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2453,2453,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2457,2457,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2465,2465,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2469,2469,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2472,2472,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2483,2483,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2486,2486,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2487,2487,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2502,2502,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2505,2505,R2,0,1,0,0,JUAN,,2020-06-11,0.75,0.75,0.0,C
2511,2511,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2520,2520,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2532,2532,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2542,2542,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2550,2550,R2,0,0,1,0,JUAN,,2020-06-11,0.75,0.75,0.0,C
2557,2557,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2561,2561,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2566,2566,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2567,2567,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2576,2576,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2601,2601,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2604,2604,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2614,2614,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2615,2615,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2617,2617,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2628,2628,R2,0,1,0,0,JUAN,,2020-06-11,0.75,0.75,0.0,C
2637,2637,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2642,2642,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2644,2644,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2647,2647,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2648,2648,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2660,2660,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2661,2661,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2663,2663,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2667,2667,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2669,2669,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2675,2675,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2676,2676,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2678,2678,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2679,2679,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2681,2681,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2687,2687,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2689,2689,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2692,2692,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2693,2693,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2697,2697,R2,1,4,0,0,FERNANDO,RETIRO - NEOCLORDELIN,2020-06-11,0.5,-0.25,0.75,C
2701,2701,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2708,2708,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2711,2711,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2713,2713,R2,0,4,1,0,FERNANDO,RETIRO - NEOCLORDELIN,2020-06-11,0.5,-0.25,0.75,C
2715,2715,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2729,2729,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2737,2737,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
2753,2753,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
2757,2757,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4000,4000,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4001,4001,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4004,4004,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4005,4005,R2,0,1,0,0,JUAN,,2020-06-11,0.75,0.75,0.0,C
4006,4006,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4007,4007,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4008,4008,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4009,4009,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4011,4011,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4013,4013,R2,P,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4014,4014,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4018,4018,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4019,4019,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4021,4021,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4022,4022,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4023,4023,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4024,4024,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4026,4026,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4028,4028,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4029,4029,R2,0,P,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4030,4030,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4032,4032,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4033,4033,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4036,4036,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4037,4037,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4039,4039,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4041,4041,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4042,4042,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4043,4043,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4046,4046,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4048,4048,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4054,4054,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4055,4055,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4057,4057,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4058,4058,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4061,4061,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4062,4062,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4064,4064,R2,0,1,0,0,FERNANDO,,2020-06-11,0.75,0.75,0.0,C
4066,4066,R2,0,P,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4067,4067,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4068,4068,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4069,4069,R2,0,P,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4072,4072,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4073,4073,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4074,4074,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4075,4075,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4078,4078,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4079,4079,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4081,4081,R2,0,0,0,0,JUAN,,2020-06-11,1.0,1.0,0.0,C
4086,4086,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4088,4088,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
4090,4090,R2,0,0,0,0,FERNANDO,,2020-06-11,1.0,1.0,0.0,C
