VACA,NOMBRE,HATO,AI,AD,PI,PD,ORDEÑADOR,Observación,FECHA CHEQUEO,UBRE SANA,CAL. UBRE,GAP,CHEQUEO / REVISIÓN
9021,9021,JUNCAL,0,4,1,0,,"Colocar un antiinflamatorio, al ver ya desinflamación del cuarto aplicar Rilexine NP x 4 Jeringas",2020-05-05,0.5,-0.25,0.75,R
4,04B,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
20,20B,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
26,26JP,R3,1,1,1,0,ANDRES,,2020-05-12,0.25,0.25,0.0,C
239,239J,R3,0,1,1,1,ANDRES,,2020-05-12,0.25,0.25,0.0,C
261,261J,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1040,1040,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1045,1045,R3,P,0,0,1,ANDRES,,2020-05-12,0.6666666666666667,0.6666666666666667,0.0,C
1049,1049,R3,0,0,0,1,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1050,1050,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1055,1055,R3,1,0,0,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1057,1057,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1061,1061,R3,0,0,0,1,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1070,1070,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1080,1080,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1085,1085,R3,0,0,1,0,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1090,1090,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1092,1092,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1145,1145,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1148,1148,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1152,1152,R3,0,0,P,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1174,1174,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1177,1177,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1178,1178,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1184,1184,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1186,1186,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1217,1217,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1236,1236,R3,0,0,P,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1252,1252,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1270,1270,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1279,1279,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1285,1285,R3,1,0,0,0,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1311,1311,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1318,1318,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1325,1325,R3,0,0,1,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1396,1396,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1420,1420,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1425,1425,R3,0,0,P,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1443,1443,R3,0,0,P,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1451,1451,R3,1,1,0,1,MARTHA,,2020-05-12,0.25,0.25,0.0,C
1469,1469,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1470,1470,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1475,1475,R3,0,1,0,1,MARTHA,,2020-05-12,0.5,0.5,0.0,C
1480,1480,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1481,1481,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1491,1491,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1518,1518,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1534,1534,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1542,1542,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1551,1551,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1552,1552,R3,0,0,1,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1556,1556,R3,0,0,P,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1559,1559,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1573,1573,R3,0,0,0,1,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1582,1582,R3,1,0,0,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1584,1584,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1613,1613,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1614,1614,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1618,1618,R3,0,0,1,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
1630,1630,R3,0,1,0,0,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1634,1634,R3,0,P,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1641,1641,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1642,1642,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1654,1654,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1656,1656,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1658,1658,R3,1,1,0,0,MARTHA,,2020-05-12,0.5,0.5,0.0,C
1662,1662,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1671,1671,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1682,1682,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1688,1688,R3,0,0,1,1,ANDRES,,2020-05-12,0.5,0.5,0.0,C
1689,1689,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1696,1696,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1697,1697,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1698,1698,R3,0,0,P,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1707,1707,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1718,1718,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1723,1723,R3,0,P,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1731,1731,R3,0,1,0,0,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1735,1735B,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1743,1743B,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1744,1744,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1766,1766,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1774,1774B,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1801,1801,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1813,1813,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1820,1820,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1825,1825,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1840,1840,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1846,1846,R3,1,1,1,1,ANDRES,,2020-05-12,0.0,0.0,0.0,C
1870,1870,R3,0,0,0,1,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1875,1875,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1902,1902,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1904,1904,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1916,1916,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
1922,1922,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
1955,1955,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
2010,2010,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
2049,2049,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
2102,2102,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
2103,2103,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
2385,2385,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
2479,2479,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
6037,6037,R3,0,0,1,1,MARTHA,,2020-05-12,0.5,0.5,0.0,C
7177,7177,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
8010,8010,R3,1,0,1,1,ANDRES,,2020-05-12,0.25,0.25,0.0,C
8028,8028,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
8093,8093,R3,0,1,0,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
8099,8099,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
8100,8100,R3,0,0,P,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
8138,8138,R3,0,0,P,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
8215,8215,R3,0,P,2,0,ANDRES,,2020-05-12,0.6666666666666667,0.33333333333333337,0.33333333333333337,C
8223,8223,R3,1,0,0,0,MARTHA,,2020-05-12,0.75,0.75,0.0,C
8234,8234,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
9040,9040,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
9120,9120,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
9141,9141,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
9152,9152,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
9165,9165,R3,0,0,0,0,ANDRES,,2020-05-12,1.0,1.0,0.0,C
9174,9174,R3,0,1,1,1,ANDRES,,2020-05-12,0.25,0.25,0.0,C
9186,9186,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
9188,9188,R3,0,0,0,0,MARTHA,,2020-05-12,1.0,1.0,0.0,C
40614,40614,R3,1,0,0,0,ANDRES,,2020-05-12,0.75,0.75,0.0,C
1,CC1,JUNCAL,0,P,0,0,,,2020-05-13,1.0,1.0,0.0,C
25,25B,JUNCAL,0,P,0,0,,,2020-05-13,1.0,1.0,0.0,C
39,39JP,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
241,241J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
242,242J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
243,243J,JUNCAL,P,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
245,245J,JUNCAL,1,1,0,0,,,2020-05-13,0.5,0.5,0.0,C
250,250J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
252,252J,JUNCAL,0,P,0,0,,,2020-05-13,1.0,1.0,0.0,C
254,254J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
260,260J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
262,262J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
263,263J,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
264,264J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
266,266J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
268,268J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
273,273J,JUNCAL,0,P,P,0,,,2020-05-13,1.0,1.0,0.0,C
274,274J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
276,276J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
279,279J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
282,282J,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1215,1215,JUNCAL,0,0,P,0,,,2020-05-13,1.0,1.0,0.0,C
1234,1234,JUNCAL,1,0,0,0,,,2020-05-13,0.75,0.75,0.0,C
1264,1264,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1374,1374,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1550,1550,JUNCAL,0,0,0,1,,,2020-05-13,0.75,0.75,0.0,C
1622,1622,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
1629,1629,JUNCAL,0,0,2,0,,,2020-05-13,0.75,0.5,0.25,C
1652,1652,JUNCAL,0,0,0,1,,,2020-05-13,0.75,0.75,0.0,C
1653,1653,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1677,1677,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1690,1690,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1702,1702,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1720,1720,JUNCAL,P,3,3,2,,REVISAR CASO - VACA DESCADERADA,2020-05-13,0.0,-1.6666666666666665,1.6666666666666665,C
1721,1721,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1733,1733,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1742,1742B,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
1749,1749,JUNCAL,1,0,0,1,,,2020-05-13,0.5,0.5,0.0,C
1752,1752B,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1759,1759,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1771,1771,JUNCAL,1,0,1,1,,,2020-05-13,0.25,0.25,0.0,C
1798,1798B,JUNCAL,0,0,0,1,,,2020-05-13,0.75,0.75,0.0,C
1800,1800B,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1802,1802B,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1814,1814,JUNCAL,0,1,0,1,,,2020-05-13,0.5,0.5,0.0,C
1818,1818,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1827,1827,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1829,1829,JUNCAL,2,0,0,0,,,2020-05-13,0.75,0.5,0.25,C
1845,1845,JUNCAL,4,3,4,4,,REVISAR CASO - VACA LACTOINDUCCION BAJA PRODUCCION,2020-05-13,0.0,-2.75,2.75,C
1867,1867,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
1880,1880,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
1881,1881,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1896,1896,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1930,1930,JUNCAL,0,2,1,0,,,2020-05-13,0.5,0.25,0.25,C
1938,1938,JUNCAL,0,0,0,1,,,2020-05-13,0.75,0.75,0.0,C
1951,1951,JUNCAL,0,0,1,0,,,2020-05-13,0.75,0.75,0.0,C
1953,1953,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1964,1964,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1985,1985,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1993,1993,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
1999,1999,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2006,2006,JUNCAL,0,0,0,2,,,2020-05-13,0.75,0.5,0.25,C
2032,2032,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2035,2035,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2038,2038,JUNCAL,0,0,2,0,,,2020-05-13,0.75,0.5,0.25,C
2039,2039,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2042,2042,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2059,2059,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2075,2075,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2081,2081,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2086,2086,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2094,2094,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
2104,2104,JUNCAL,0,0,1,0,,,2020-05-13,0.75,0.75,0.0,C
2105,2105,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2113,2113,JUNCAL,1,1,0,0,,,2020-05-13,0.5,0.5,0.0,C
2114,2114,JUNCAL,0,1,0,1,,,2020-05-13,0.5,0.5,0.0,C
2116,2116,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2128,2128,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2140,2140,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2152,2152,JUNCAL,2,1,1,1,,,2020-05-13,0.0,-0.25,0.25,C
2166,2166,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2173,2173,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2175,2175,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2189,2189,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2191,2191,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2220,2220,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2247,2247,JUNCAL,0,0,0,1,,,2020-05-13,0.75,0.75,0.0,C
2269,2269,JUNCAL,1,0,1,0,,,2020-05-13,0.5,0.5,0.0,C
2316,2316,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2318,2318,JUNCAL,0,1,0,0,,,2020-05-13,0.75,0.75,0.0,C
2327,2327,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2391,2391,JUNCAL,0,0,1,1,,,2020-05-13,0.5,0.5,0.0,C
2398,2398,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2401,2401,JUNCAL,P,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2425,2425,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2435,2435,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2638,2638,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
2932,2932,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
4059,4059,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
4119,4119,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
4121,4121,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
4122,4122,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
4124,4124,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
7031,7031,JUNCAL,0,P,0,0,,,2020-05-13,1.0,1.0,0.0,C
8096,8096,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
9021,9021,JUNCAL,0,4,0,0,,TACHES DE RUTINA -  REFORZAR RUTINA,2020-05-13,0.75,0.0,0.75,C
9037,9037,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
9092,9092,JUNCAL,0,0,2,2,,,2020-05-13,0.5,0.0,0.5,C
9190,9190,JUNCAL,0,0,0,0,,,2020-05-13,1.0,1.0,0.0,C
9195,9195,JUNCAL,0,0,0,P,,,2020-05-13,1.0,1.0,0.0,C
266,266J,JUNCAL,4,2,0,3,,Inyectar con amoxisol preferiblemente 25cm por dos dosis o cefalexina 25cm por dos dosis y colocar Neoclirdelyn 4 jeringas en el pezón delantero izquierdo el que marca en 4,2020-05-22,0.25,-1.25,1.5,R
266,266J,JUNCAL,2,0,0,1,,Inyectar con amoxisol preferiblemente 25cm por una dosis o cefalexina 25cm una dosis,2020-05-26,0.5,0.25,0.25,R
1653,1653,JUNCAL,0,3,0,1,,Reforzar Rutina,2020-05-26,0.5,0.0,0.5,R
2189,2189,JUNCAL,1,0,0,0,,,2020-05-26,0.75,0.75,0.0,R
9021,9021,JUNCAL,0,0,0,0,,,2020-05-26,1.0,1.0,0.0,R
9092,9092,JUNCAL,0,0,0,0,,,2020-05-26,1.0,1.0,0.0,R
1874,1874,PARAISO,4,0,0,0,,"Antiinflamatorio, CEFAKAN x 4 jeringas",2020-06-06,0.75,0.0,0.75,R
2268,2268,PARAISO,4,0,3,0,,Colocar una caja de Neoclordelyn al pezón Delantero Izquierdo que marca 4 y colocar inyectado 25 cm de Amoxisol por dos dosis o un pentriland.,2020-06-06,0.5,-0.75,1.25,R
1071,1071,R1,0,0,0,1,ANCELMO,,2020-06-09,0.75,0.75,0.0,C
1508,1508,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1514,1514,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1600,1600,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1607,1607,R1,0,3,1,1,NESTOR,Vaca Repetitiva en Matitis,2020-06-09,0.25,-0.25,0.5,C
1612,1612,R1,0,0,2,0,NESTOR,,2020-06-09,0.75,0.5,0.25,C
1620,1620,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1672,1672,R1,0,1,0,0,ANCELMO,,2020-06-09,0.75,0.75,0.0,C
1675,1675,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1735,1735,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1736,1736,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1737,1737,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1738,1738B,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1746,1746B,R1,1,0,0,0,ANCELMO,,2020-06-09,0.75,0.75,0.0,C
1753,1753,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1755,1755B,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1756,1756,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1762,1762,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1769,1769B,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1772,1772,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1772,1772B,R1,1,1,1,1,NESTOR,,2020-06-09,0.0,0.0,0.0,C
1776,1776,R1,4,1,1,0,ANCELMO,Tache de ordeño,2020-06-09,0.25,-0.5,0.75,C
1778,1778,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1779,1779B,R1,0,0,1,0,NESTOR,,2020-06-09,0.75,0.75,0.0,C
1781,1781,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1782,1782B,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1785,1785B,R1,0,0,1,0,NESTOR,,2020-06-09,0.75,0.75,0.0,C
1787,1787B,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1788,1788B,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1794,1794B,R1,0,1,0,P,NESTOR,,2020-06-09,0.6666666666666667,0.6666666666666667,0.0,C
1799,1799B,R1,0,0,0,P,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1812,1812,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1815,1815,R1,0,0,1,1,ANCELMO,,2020-06-09,0.5,0.5,0.0,C
1837,1837,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1841,1841,R1,0,3,P,0,NESTOR,"pezon disminuido, vaca repetitiva en mastitis",2020-06-09,0.6666666666666667,0.0,0.6666666666666667,C
1847,1847,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1856,1856,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1866,1866,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1872,1872,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1890,1890,R1,0,1,0,0,NESTOR,,2020-06-09,0.75,0.75,0.0,C
1900,1900,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1909,1909,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1910,1910,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1913,1913,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1940,1940,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1947,1947,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1967,1967,R1,0,1,0,0,NESTOR,,2020-06-09,0.75,0.75,0.0,C
1972,1972,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1973,1973,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1982,1982,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
1987,1987,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
1988,1988,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2003,2003,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2023,2023,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2029,2029,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2037,2037,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2052,2052,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2053,2053,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
2058,2058,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2066,2066,R1,0,0,0,0,ANCELMO,,2020-06-09,1.0,1.0,0.0,C
2087,2087,R1,0,0,0,0,NESTOR,,2020-06-09,1.0,1.0,0.0,C
