Unnamed: 0,poly,name,date,HATO,TIPO DE FORRAJE,AFORO,NUMERO ANIMALES,LECHE TOTAL,LECHE VACA,lote_change,ultimo_pastoreo,dias_de_pastoreo,dias_sin_pastoreo,ultimo_animales,ultima_fumigada,ultima_siembra,ultima_renovada,ultima_desbrosada,ultima_abonada,ultima_enmienda,ultima_rotobo,dias_sin_fumigada,dias_sin_siembra,dias_sin_renovada,dias_sin_desbrosada,dias_sin_abonada,dias_sin_enmienda,dias_sin_rotobo
2427,30,RC31,2019-10-29,RECODO 3,RAYGRAS,1.6,121.0,2498.0,20.644628099173552,False,2019-10-29 00:00:00,3,39 days 00:00:00,121.0,2019-04-03 00:00:00,2019-03-21 00:00:00,2019-03-18 00:00:00,2019-03-18 00:00:00,2019-03-18 00:00:00,,,209 days 00:00:00,222 days 00:00:00,225 days 00:00:00,225 days 00:00:00,225 days 00:00:00,,
83,119,La_Isla-Lote_7,2019-10-30,ISLA,KYKUYO,1.2,53.0,1054.0,19.88679245283019,False,2019-10-30 00:00:00,2,,53.0,2019-02-07 00:00:00,,,,2019-10-23 00:00:00,2019-04-03 00:00:00,,265 days 00:00:00,,,,7 days 00:00:00,210 days 00:00:00,
552,101,Juncalito-Lote_21,2019-10-30,JUNCAL,KYKUYO,1.4,136.0,2273.0,16.713235294117652,False,2019-10-30 00:00:00,3,42 days 00:00:00,136.0,2019-05-31 00:00:00,,,2019-02-25 00:00:00,2019-06-27 00:00:00,2019-02-25 00:00:00,,152 days 00:00:00,,,247 days 00:00:00,125 days 00:00:00,247 days 00:00:00,
1021,115,Paraiso-Lote_14,2019-10-30,PARAISO,KYKUYO,1.3,135.0,2367.0,17.533333333333335,False,2019-10-30 00:00:00,2,38 days 00:00:00,135.0,2019-04-25 00:00:00,,2019-03-11 00:00:00,2019-03-09 00:00:00,2019-07-02 00:00:00,2019-05-27 00:00:00,,188 days 00:00:00,,233 days 00:00:00,235 days 00:00:00,120 days 00:00:00,156 days 00:00:00,
1490,16,RC17,2019-10-30,RECODO 1,KYKUYO,1.7,133.0,2661.0,20.007518796992482,False,2019-10-30 00:00:00,3,49 days 00:00:00,133.0,2019-05-14 00:00:00,,2019-03-06 00:00:00,2019-03-06 00:00:00,2019-03-15 00:00:00,,,169 days 00:00:00,,238 days 00:00:00,238 days 00:00:00,229 days 00:00:00,,
1959,35,RC36,2019-10-30,RECODO 2,KYKUYO,1.8,135.0,2621.0,19.414814814814815,False,2019-10-30 00:00:00,1,19 days 00:00:00,135.0,2019-05-04 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,,,,179 days 00:00:00,,236 days 00:00:00,236 days 00:00:00,,,
2428,29,RC30,2019-10-30,RECODO 3,RAYGRAS,1.6,121.0,2325.0,19.21487603305785,False,2019-10-30 00:00:00,1,35 days 00:00:00,121.0,2019-03-28 00:00:00,2019-01-09 00:00:00,2019-03-09 00:00:00,,,,,216 days 00:00:00,294 days 00:00:00,235 days 00:00:00,,,,
84,120,La_Isla-Lote_6,2019-10-31,ISLA,KYKUYO,1.2,53.0,1032.0,19.471698113207548,False,2019-10-31 00:00:00,1,68 days 00:00:00,53.0,2019-02-07 00:00:00,,2019-04-01 00:00:00,,2019-10-23 00:00:00,2019-04-01 00:00:00,,266 days 00:00:00,,213 days 00:00:00,,8 days 00:00:00,213 days 00:00:00,
553,101,Juncalito-Lote_21,2019-10-31,JUNCAL,KYKUYO,1.4,136.0,2307.0,16.963235294117652,False,2019-10-31 00:00:00,4,42 days 00:00:00,136.0,2019-05-31 00:00:00,,,2019-02-25 00:00:00,2019-06-27 00:00:00,2019-02-25 00:00:00,,153 days 00:00:00,,,248 days 00:00:00,126 days 00:00:00,248 days 00:00:00,
1022,104,Paraiso-Lote_3,2019-10-31,PARAISO,KYKUYO,1.7,135.0,2371.0,17.562962962962967,False,2019-10-31 00:00:00,1,37 days 00:00:00,135.0,2019-05-15 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,,2019-03-12 00:00:00,2019-06-08 00:00:00,169 days 00:00:00,145 days 00:00:00,145 days 00:00:00,145 days 00:00:00,,233 days 00:00:00,145 days 00:00:00
1491,17,RC18,2019-10-31,RECODO 1,KYKUYO,1.9,127.0,2401.0,18.905511811023622,False,2019-10-31 00:00:00,1,49 days 00:00:00,127.0,2019-05-14 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,,170 days 00:00:00,,237 days 00:00:00,237 days 00:00:00,230 days 00:00:00,,
1960,35,RC36,2019-10-31,RECODO 2,KYKUYO,1.8,124.0,2445.0,19.717741935483872,False,2019-10-31 00:00:00,2,19 days 00:00:00,124.0,2019-05-04 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,,,,180 days 00:00:00,,237 days 00:00:00,237 days 00:00:00,,,
2429,29,RC30,2019-10-31,RECODO 3,RAYGRAS,1.6,119.0,2446.0,20.554621848739494,False,2019-10-31 00:00:00,2,35 days 00:00:00,119.0,2019-03-28 00:00:00,2019-01-09 00:00:00,2019-03-09 00:00:00,,,,,217 days 00:00:00,295 days 00:00:00,236 days 00:00:00,,,,
85,147,La_Isla-Lote_ML_6,2019-11-01,ISLA,KYKUYO,1.2,53.0,1052.0,19.849056603773587,False,2019-11-01 00:00:00,1,,53.0,2019-02-09 00:00:00,,,,2019-06-12 00:00:00,2019-06-12 00:00:00,,265 days 00:00:00,,,,142 days 00:00:00,142 days 00:00:00,
554,81,Juncalito-Lote_1,2019-11-01,JUNCAL,KYKUYO,1.3,136.0,2441.0,17.948529411764707,False,2019-11-01 00:00:00,1,44 days 00:00:00,136.0,2019-05-02 00:00:00,,2019-03-15 00:00:00,2019-03-15 00:00:00,2019-07-02 00:00:00,2019-03-15 00:00:00,2019-03-15 00:00:00,183 days 00:00:00,,231 days 00:00:00,231 days 00:00:00,122 days 00:00:00,231 days 00:00:00,231 days 00:00:00
1023,104,Paraiso-Lote_3,2019-11-01,PARAISO,KYKUYO,1.7,135.0,2435.0,18.037037037037038,False,2019-11-01 00:00:00,2,37 days 00:00:00,135.0,2019-05-15 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,,2019-03-12 00:00:00,2019-06-08 00:00:00,170 days 00:00:00,146 days 00:00:00,146 days 00:00:00,146 days 00:00:00,,234 days 00:00:00,146 days 00:00:00
1492,17,RC18,2019-11-01,RECODO 1,KYKUYO,1.9,127.0,2491.0,19.614173228346452,False,2019-11-01 00:00:00,2,49 days 00:00:00,127.0,2019-05-14 00:00:00,,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-15 00:00:00,,,171 days 00:00:00,,238 days 00:00:00,238 days 00:00:00,231 days 00:00:00,,
1961,54,RC55,2019-11-01,RECODO 2,KYKUYO,1.7,124.0,2464.0,19.870967741935484,False,2019-11-01 00:00:00,1,46 days 00:00:00,124.0,2019-04-16 00:00:00,,2019-03-30 00:00:00,2019-03-28 00:00:00,2019-03-27 00:00:00,,,199 days 00:00:00,,216 days 00:00:00,218 days 00:00:00,219 days 00:00:00,,
2430,3,RC04,2019-11-01,RECODO 3,KYKUYO,1.3,119.0,2371.0,19.92436974789916,False,2019-11-01 00:00:00,1,25 days 00:00:00,119.0,2019-02-18 00:00:00,,2019-04-10 00:00:00,,2019-02-08 00:00:00,,,256 days 00:00:00,,205 days 00:00:00,,266 days 00:00:00,,
86,145,La_Isla-Lote_ML_4,2019-11-02,ISLA,KYKUYO,1.5,50.0,1054.0,21.08,False,2019-11-02 00:00:00,1,84 days 00:00:00,50.0,2019-02-27 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-15 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,248 days 00:00:00,257 days 00:00:00,257 days 00:00:00,257 days 00:00:00,260 days 00:00:00,257 days 00:00:00,257 days 00:00:00
555,81,Juncalito-Lote_1,2019-11-02,JUNCAL,KYKUYO,1.3,133.0,2396.0,18.015037593984964,False,2019-11-02 00:00:00,2,44 days 00:00:00,133.0,2019-05-02 00:00:00,,2019-03-15 00:00:00,2019-03-15 00:00:00,2019-07-02 00:00:00,2019-03-15 00:00:00,2019-03-15 00:00:00,184 days 00:00:00,,232 days 00:00:00,232 days 00:00:00,123 days 00:00:00,232 days 00:00:00,232 days 00:00:00
1024,104,Paraiso-Lote_3,2019-11-02,PARAISO,KYKUYO,1.7,135.0,2345.0,17.37037037037037,False,2019-11-02 00:00:00,3,37 days 00:00:00,135.0,2019-05-15 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,,2019-03-12 00:00:00,2019-06-08 00:00:00,171 days 00:00:00,147 days 00:00:00,147 days 00:00:00,147 days 00:00:00,,235 days 00:00:00,147 days 00:00:00
1493,19,RC20,2019-11-02,RECODO 1,KYKUYO,1.7,127.0,2497.0,19.661417322834644,False,2019-11-02 00:00:00,1,46 days 00:00:00,127.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,168 days 00:00:00,,,234 days 00:00:00,232 days 00:00:00,,
1962,54,RC55,2019-11-02,RECODO 2,KYKUYO,1.7,124.0,2453.0,19.782258064516128,False,2019-11-02 00:00:00,2,46 days 00:00:00,124.0,2019-04-16 00:00:00,,2019-03-30 00:00:00,2019-03-28 00:00:00,2019-03-27 00:00:00,,,200 days 00:00:00,,217 days 00:00:00,219 days 00:00:00,220 days 00:00:00,,
2431,3,RC04,2019-11-02,RECODO 3,KYKUYO,1.3,120.0,2518.0,20.983333333333334,False,2019-11-02 00:00:00,2,25 days 00:00:00,120.0,2019-02-18 00:00:00,,2019-04-10 00:00:00,,2019-02-08 00:00:00,,,257 days 00:00:00,,206 days 00:00:00,,267 days 00:00:00,,
87,145,La_Isla-Lote_ML_4,2019-11-03,ISLA,KYKUYO,1.5,50.0,1060.0,21.2,False,2019-11-03 00:00:00,2,84 days 00:00:00,50.0,2019-02-27 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-15 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,249 days 00:00:00,258 days 00:00:00,258 days 00:00:00,258 days 00:00:00,261 days 00:00:00,258 days 00:00:00,258 days 00:00:00
556,81,Juncalito-Lote_1,2019-11-03,JUNCAL,KYKUYO,1.3,133.0,2233.0,16.789473684210527,False,2019-11-03 00:00:00,3,44 days 00:00:00,133.0,2019-05-02 00:00:00,,2019-03-15 00:00:00,2019-03-15 00:00:00,2019-07-02 00:00:00,2019-03-15 00:00:00,2019-03-15 00:00:00,185 days 00:00:00,,233 days 00:00:00,233 days 00:00:00,124 days 00:00:00,233 days 00:00:00,233 days 00:00:00
1025,104,Paraiso-Lote_3,2019-11-03,PARAISO,KYKUYO,1.7,134.0,2154.0,16.074626865671643,False,2019-11-03 00:00:00,4,37 days 00:00:00,134.0,2019-05-15 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,,2019-03-12 00:00:00,2019-06-08 00:00:00,172 days 00:00:00,148 days 00:00:00,148 days 00:00:00,148 days 00:00:00,,236 days 00:00:00,148 days 00:00:00
1494,19,RC20,2019-11-03,RECODO 1,KYKUYO,1.7,127.0,2583.0,20.33858267716536,False,2019-11-03 00:00:00,2,46 days 00:00:00,127.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,169 days 00:00:00,,,235 days 00:00:00,233 days 00:00:00,,
1963,54,RC55,2019-11-03,RECODO 2,KYKUYO,1.7,124.0,2297.0,18.524193548387093,False,2019-11-03 00:00:00,3,46 days 00:00:00,124.0,2019-04-16 00:00:00,,2019-03-30 00:00:00,2019-03-28 00:00:00,2019-03-27 00:00:00,,,201 days 00:00:00,,218 days 00:00:00,220 days 00:00:00,221 days 00:00:00,,
2432,2,RC03,2019-11-03,RECODO 3,RAYGRAS,1.2,120.0,2486.0,20.716666666666665,False,2019-11-03 00:00:00,1,36 days 00:00:00,120.0,2019-02-18 00:00:00,,,,2019-02-08 00:00:00,,,258 days 00:00:00,,,,268 days 00:00:00,,
88,145,La_Isla-Lote_ML_4,2019-11-04,ISLA,KYKUYO,1.5,50.0,999.0,19.98,False,2019-11-04 00:00:00,3,84 days 00:00:00,50.0,2019-02-27 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-15 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,250 days 00:00:00,259 days 00:00:00,259 days 00:00:00,259 days 00:00:00,262 days 00:00:00,259 days 00:00:00,259 days 00:00:00
557,84,Juncalito-Lote_4,2019-11-04,JUNCAL,KYKUYO,1.3,134.0,2315.0,17.276119402985074,False,2019-11-04 00:00:00,1,40 days 00:00:00,134.0,2019-11-01 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-01-12 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,3 days 00:00:00,201 days 00:00:00,201 days 00:00:00,201 days 00:00:00,296 days 00:00:00,201 days 00:00:00,201 days 00:00:00
1026,104,Paraiso-Lote_3,2019-11-04,PARAISO,KYKUYO,1.7,134.0,2225.0,16.604477611940297,False,2019-11-04 00:00:00,5,37 days 00:00:00,134.0,2019-05-15 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,2019-06-08 00:00:00,,2019-03-12 00:00:00,2019-06-08 00:00:00,173 days 00:00:00,149 days 00:00:00,149 days 00:00:00,149 days 00:00:00,,237 days 00:00:00,149 days 00:00:00
1495,19,RC20,2019-11-04,RECODO 1,KYKUYO,1.7,127.0,2572.0,20.251968503937007,False,2019-11-04 00:00:00,3,46 days 00:00:00,127.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,170 days 00:00:00,,,236 days 00:00:00,234 days 00:00:00,,
1964,54,RC55,2019-11-04,RECODO 2,KYKUYO,1.7,124.0,2458.0,19.822580645161292,False,2019-11-04 00:00:00,4,46 days 00:00:00,124.0,2019-04-16 00:00:00,,2019-03-30 00:00:00,2019-03-28 00:00:00,2019-03-27 00:00:00,,,202 days 00:00:00,,219 days 00:00:00,221 days 00:00:00,222 days 00:00:00,,
2433,2,RC03,2019-11-04,RECODO 3,RAYGRAS,1.2,120.0,2424.0,20.2,False,2019-11-04 00:00:00,2,36 days 00:00:00,120.0,2019-02-18 00:00:00,,,,2019-02-08 00:00:00,,,259 days 00:00:00,,,,269 days 00:00:00,,
89,145,La_Isla-Lote_ML_4,2019-11-05,ISLA,KYKUYO,1.5,50.0,1040.0,20.8,False,2019-11-05 00:00:00,4,84 days 00:00:00,50.0,2019-02-27 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-15 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,251 days 00:00:00,260 days 00:00:00,260 days 00:00:00,260 days 00:00:00,263 days 00:00:00,260 days 00:00:00,260 days 00:00:00
558,84,Juncalito-Lote_4,2019-11-05,JUNCAL,KYKUYO,1.3,133.0,2346.0,17.639097744360907,False,2019-11-05 00:00:00,2,40 days 00:00:00,133.0,2019-11-01 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-01-12 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,4 days 00:00:00,202 days 00:00:00,202 days 00:00:00,202 days 00:00:00,297 days 00:00:00,202 days 00:00:00,202 days 00:00:00
1027,103,Paraiso-Lote_2,2019-11-05,PARAISO,RAYGRAS,1.4,134.0,2276.0,16.98507462686567,False,2019-11-05 00:00:00,1,38 days 00:00:00,134.0,2019-06-25 00:00:00,2019-06-11 00:00:00,2019-06-08 00:00:00,,,2019-03-05 00:00:00,,133 days 00:00:00,147 days 00:00:00,150 days 00:00:00,,,245 days 00:00:00,
1496,19,RC20,2019-11-05,RECODO 1,KYKUYO,1.7,127.0,2653.0,20.88976377952756,False,2019-11-05 00:00:00,4,46 days 00:00:00,127.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,171 days 00:00:00,,,237 days 00:00:00,235 days 00:00:00,,
1965,55,RC56,2019-11-05,RECODO 2,KYKUYO,1.6,127.0,2427.0,19.11023622047244,False,2019-11-05 00:00:00,1,48 days 00:00:00,127.0,2019-03-02 00:00:00,,2019-04-02 00:00:00,,,,,248 days 00:00:00,,217 days 00:00:00,,,,
2434,2,RC03,2019-11-05,RECODO 3,RAYGRAS,1.2,120.0,2340.0,19.5,False,2019-11-05 00:00:00,3,36 days 00:00:00,120.0,2019-02-18 00:00:00,,,,2019-02-08 00:00:00,,,260 days 00:00:00,,,,270 days 00:00:00,,
90,145,La_Isla-Lote_ML_4,2019-11-06,ISLA,KYKUYO,1.5,50.0,997.0,19.94,False,2019-11-06 00:00:00,5,84 days 00:00:00,50.0,2019-02-27 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,2019-02-15 00:00:00,2019-02-18 00:00:00,2019-02-18 00:00:00,252 days 00:00:00,261 days 00:00:00,261 days 00:00:00,261 days 00:00:00,264 days 00:00:00,261 days 00:00:00,261 days 00:00:00
559,84,Juncalito-Lote_4,2019-11-06,JUNCAL,KYKUYO,1.3,133.0,2340.0,17.593984962406015,False,2019-11-06 00:00:00,3,40 days 00:00:00,133.0,2019-11-01 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,2019-01-12 00:00:00,2019-04-17 00:00:00,2019-04-17 00:00:00,5 days 00:00:00,203 days 00:00:00,203 days 00:00:00,203 days 00:00:00,298 days 00:00:00,203 days 00:00:00,203 days 00:00:00
1028,103,Paraiso-Lote_2,2019-11-06,PARAISO,RAYGRAS,1.4,135.0,2355.0,17.444444444444443,False,2019-11-06 00:00:00,2,38 days 00:00:00,135.0,2019-06-25 00:00:00,2019-06-11 00:00:00,2019-06-08 00:00:00,,,2019-03-05 00:00:00,,134 days 00:00:00,148 days 00:00:00,151 days 00:00:00,,,246 days 00:00:00,
1497,19,RC20,2019-11-06,RECODO 1,KYKUYO,1.7,127.0,2608.0,20.53543307086614,False,2019-11-06 00:00:00,5,46 days 00:00:00,127.0,2019-05-18 00:00:00,,,2019-03-13 00:00:00,2019-03-15 00:00:00,,,172 days 00:00:00,,,238 days 00:00:00,236 days 00:00:00,,
1966,55,RC56,2019-11-06,RECODO 2,KYKUYO,1.6,127.0,2502.0,19.700787401574804,False,2019-11-06 00:00:00,2,48 days 00:00:00,127.0,2019-03-02 00:00:00,,2019-04-02 00:00:00,,,,,249 days 00:00:00,,218 days 00:00:00,,,,
2435,0,RC01,2019-11-06,RECODO 3,RAYGRAS,1.3,120.0,2400.0,20.0,False,2019-11-06 00:00:00,1,33 days 00:00:00,120.0,2019-02-23 00:00:00,,2019-04-04 00:00:00,,,,,256 days 00:00:00,,216 days 00:00:00,,,,
91,141,La_Isla-Lote_18,2019-11-07,ISLA,KYKUYO,1.5,50.0,1020.0,20.4,False,2019-11-07 00:00:00,1,47 days 00:00:00,50.0,2019-03-20 00:00:00,,2019-03-18 00:00:00,,2019-05-28 00:00:00,2019-05-28 00:00:00,,232 days 00:00:00,,234 days 00:00:00,,163 days 00:00:00,163 days 00:00:00,
560,86,Juncalito-Lote_6,2019-11-07,JUNCAL,KYKUYO,1.4,134.0,2390.0,17.835820895522392,False,2019-11-07 00:00:00,1,40 days 00:00:00,134.0,2019-05-14 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-01-17 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,177 days 00:00:00,191 days 00:00:00,191 days 00:00:00,191 days 00:00:00,294 days 00:00:00,191 days 00:00:00,191 days 00:00:00
1029,102,Paraiso-Lote_1,2019-11-07,PARAISO,KYKUYO,1.4,137.0,2236.0,16.32116788321168,False,2019-11-07 00:00:00,1,83 days 00:00:00,137.0,2019-06-08 00:00:00,2019-10-04 00:00:00,2019-10-03 00:00:00,2019-10-03 00:00:00,,2019-03-02 00:00:00,,152 days 00:00:00,34 days 00:00:00,35 days 00:00:00,35 days 00:00:00,,250 days 00:00:00,
1498,18,RC19,2019-11-07,RECODO 1,KYKUYO,2.0,128.0,2651.0,20.7109375,False,2019-11-07 00:00:00,1,54 days 00:00:00,128.0,2019-05-15 00:00:00,,2019-03-08 00:00:00,,2019-03-15 00:00:00,,,176 days 00:00:00,,244 days 00:00:00,,237 days 00:00:00,,
1967,55,RC56,2019-11-07,RECODO 2,KYKUYO,1.6,128.0,2460.0,19.21875,False,2019-11-07 00:00:00,3,48 days 00:00:00,128.0,2019-03-02 00:00:00,,2019-04-02 00:00:00,,,,,250 days 00:00:00,,219 days 00:00:00,,,,
2436,0,RC01,2019-11-07,RECODO 3,RAYGRAS,1.3,120.0,2381.0,19.841666666666665,False,2019-11-07 00:00:00,2,33 days 00:00:00,120.0,2019-02-23 00:00:00,,2019-04-04 00:00:00,,,,,257 days 00:00:00,,217 days 00:00:00,,,,
92,141,La_Isla-Lote_18,2019-11-08,ISLA,KYKUYO,1.5,51.0,915.0,17.941176470588232,False,2019-11-08 00:00:00,2,47 days 00:00:00,51.0,2019-03-20 00:00:00,,2019-03-18 00:00:00,,2019-05-28 00:00:00,2019-05-28 00:00:00,,233 days 00:00:00,,235 days 00:00:00,,164 days 00:00:00,164 days 00:00:00,
561,86,Juncalito-Lote_6,2019-11-08,JUNCAL,KYKUYO,1.4,135.0,2202.0,16.31111111111111,False,2019-11-08 00:00:00,2,40 days 00:00:00,135.0,2019-05-14 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,2019-01-17 00:00:00,2019-04-30 00:00:00,2019-04-30 00:00:00,178 days 00:00:00,192 days 00:00:00,192 days 00:00:00,192 days 00:00:00,295 days 00:00:00,192 days 00:00:00,192 days 00:00:00
1030,102,Paraiso-Lote_1,2019-11-08,PARAISO,KYKUYO,1.4,139.0,2335.0,16.798561151079138,False,2019-11-08 00:00:00,2,83 days 00:00:00,139.0,2019-06-08 00:00:00,2019-10-04 00:00:00,2019-10-03 00:00:00,2019-10-03 00:00:00,,2019-03-02 00:00:00,,153 days 00:00:00,35 days 00:00:00,36 days 00:00:00,36 days 00:00:00,,251 days 00:00:00,
1499,18,RC19,2019-11-08,RECODO 1,KYKUYO,2.0,128.0,2634.0,20.578125,False,2019-11-08 00:00:00,2,54 days 00:00:00,128.0,2019-05-15 00:00:00,,2019-03-08 00:00:00,,2019-03-15 00:00:00,,,177 days 00:00:00,,245 days 00:00:00,,238 days 00:00:00,,
1968,56,RC57,2019-11-08,RECODO 2,KYKUYO,1.7,128.0,2437.0,19.0390625,False,2019-11-08 00:00:00,1,49 days 00:00:00,128.0,2019-03-02 00:00:00,,2019-04-05 00:00:00,,,,,251 days 00:00:00,,217 days 00:00:00,,,,
2437,0,RC01,2019-11-08,RECODO 3,RAYGRAS,1.3,120.0,2362.0,19.683333333333334,False,2019-11-08 00:00:00,3,33 days 00:00:00,120.0,2019-02-23 00:00:00,,2019-04-04 00:00:00,,,,,258 days 00:00:00,,218 days 00:00:00,,,,
93,141,La_Isla-Lote_18,2019-11-09,ISLA,KYKUYO,1.5,51.0,985.0,19.313725490196077,False,2019-11-09 00:00:00,3,47 days 00:00:00,51.0,2019-03-20 00:00:00,,2019-03-18 00:00:00,,2019-05-28 00:00:00,2019-05-28 00:00:00,,234 days 00:00:00,,236 days 00:00:00,,165 days 00:00:00,165 days 00:00:00,
562,87,Juncalito-Lote_7,2019-11-09,JUNCAL,KYKUYO,1.5,135.0,2353.0,17.42962962962963,False,2019-11-09 00:00:00,1,39 days 00:00:00,135.0,2019-03-20 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-06-12 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,234 days 00:00:00,246 days 00:00:00,246 days 00:00:00,246 days 00:00:00,150 days 00:00:00,246 days 00:00:00,246 days 00:00:00
1031,102,Paraiso-Lote_1,2019-11-09,PARAISO,KYKUYO,1.4,142.0,2304.0,16.225352112676056,False,2019-11-09 00:00:00,3,83 days 00:00:00,142.0,2019-06-08 00:00:00,2019-10-04 00:00:00,2019-10-03 00:00:00,2019-10-03 00:00:00,,2019-03-02 00:00:00,,154 days 00:00:00,36 days 00:00:00,37 days 00:00:00,37 days 00:00:00,,252 days 00:00:00,
1500,20,RC21,2019-11-09,RECODO 1,KYKUYO,2.1,128.0,2581.0,20.1640625,False,2019-11-09 00:00:00,1,51 days 00:00:00,128.0,2019-03-31 00:00:00,,2019-03-16 00:00:00,,,,,223 days 00:00:00,,238 days 00:00:00,,,,
1969,56,RC57,2019-11-09,RECODO 2,KYKUYO,1.7,129.0,2395.0,18.565891472868213,False,2019-11-09 00:00:00,2,49 days 00:00:00,129.0,2019-03-02 00:00:00,,2019-04-05 00:00:00,,,,,252 days 00:00:00,,218 days 00:00:00,,,,
2438,34,RC35,2019-11-09,RECODO 3,KYKUYO,1.2,120.0,2430.0,20.25,False,2019-11-09 00:00:00,1,36 days 00:00:00,120.0,2019-03-16 00:00:00,,,2019-02-27 00:00:00,,,,238 days 00:00:00,,,255 days 00:00:00,,,
94,141,La_Isla-Lote_18,2019-11-10,ISLA,KYKUYO,1.5,51.0,1000.0,19.607843137254907,False,2019-11-10 00:00:00,4,47 days 00:00:00,51.0,2019-03-20 00:00:00,,2019-03-18 00:00:00,,2019-05-28 00:00:00,2019-05-28 00:00:00,,235 days 00:00:00,,237 days 00:00:00,,166 days 00:00:00,166 days 00:00:00,
563,87,Juncalito-Lote_7,2019-11-10,JUNCAL,KYKUYO,1.5,136.0,2443.0,17.96323529411765,False,2019-11-10 00:00:00,2,39 days 00:00:00,136.0,2019-03-20 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,2019-06-12 00:00:00,2019-03-08 00:00:00,2019-03-08 00:00:00,235 days 00:00:00,247 days 00:00:00,247 days 00:00:00,247 days 00:00:00,151 days 00:00:00,247 days 00:00:00,247 days 00:00:00
1032,102,Paraiso-Lote_1,2019-11-10,PARAISO,KYKUYO,1.4,143.0,2203.0,15.405594405594403,False,2019-11-10 00:00:00,4,83 days 00:00:00,143.0,2019-06-08 00:00:00,2019-10-04 00:00:00,2019-10-03 00:00:00,2019-10-03 00:00:00,,2019-03-02 00:00:00,,155 days 00:00:00,37 days 00:00:00,38 days 00:00:00,38 days 00:00:00,,253 days 00:00:00,
1501,20,RC21,2019-11-10,RECODO 1,KYKUYO,2.1,128.0,2586.0,20.203125,False,2019-11-10 00:00:00,2,51 days 00:00:00,128.0,2019-03-31 00:00:00,,2019-03-16 00:00:00,,,,,224 days 00:00:00,,239 days 00:00:00,,,,
1970,56,RC57,2019-11-10,RECODO 2,KYKUYO,1.7,129.0,2228.0,17.271317829457363,False,2019-11-10 00:00:00,3,49 days 00:00:00,129.0,2019-03-02 00:00:00,,2019-04-05 00:00:00,,,,,253 days 00:00:00,,219 days 00:00:00,,,,
2439,34,RC35,2019-11-10,RECODO 3,KYKUYO,1.2,120.0,2494.0,20.78333333333333,False,2019-11-10 00:00:00,2,36 days 00:00:00,120.0,2019-03-16 00:00:00,,,2019-02-27 00:00:00,,,,239 days 00:00:00,,,256 days 00:00:00,,,
95,141,La_Isla-Lote_18,2019-11-11,ISLA,KYKUYO,1.5,52.0,1003.0,19.28846153846154,False,2019-11-11 00:00:00,5,47 days 00:00:00,52.0,2019-03-20 00:00:00,,2019-03-18 00:00:00,,2019-05-28 00:00:00,2019-05-28 00:00:00,,236 days 00:00:00,,238 days 00:00:00,,167 days 00:00:00,167 days 00:00:00,
