AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,,,,Contador,9058,,,ACTIVIDAD,2,,SIEMBRA,2,FUMIGADA,4,ABONADA,73,RENOVADA,291,CORTE,623,HENOLAJE,644,DESBROSADA,694,ROTOBO,1694,RIEGO,2174,ENMIENDA,2339,ENCALADO,2484,PASTOREO,831
2018,2,PARAISO,8,24'604,FUMIGADA,12/02/2018,12/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,12,,PASTOREO,12/02/2018,,PARAISO,KYKUYO,12/02/2018,12/02/2018,,,2.2,,1.0,153,2'363,2'363.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,12/02/2018,,JUNCAL,KYKUYO,12/02/2018,12/02/2018,,40,3.6,,1.0,140,2'194,2'194.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,25,,PASTOREO,12/02/2018,,RECODO 1,KYKUYO,12/02/2018,12/02/2018,,,1.5,,1.0,136,2'671,2'671.0,19.6,27/02/2018,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,19,,PASTOREO,12/02/2018,,RECODO 2,KYKUYO,12/02/2018,12/02/2018,,,1.5,,1.0,134,2'357,2'357.0,17.6,27/02/2018,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,33,,PASTOREO,12/02/2018,,RECODO 3,KYKUYO,12/02/2018,12/02/2018,,,1.3,,1.0,150,2'631,2'631.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,4,13'510,ABONADA,13/02/2018,A=13/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,5,12'257,ABONADA,13/02/2018,A=13/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,6,12'173,ABONADA,13/02/2018,A=13/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,9,25'492,ABONADA,13/02/2018,A=13/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,10,24'440,ABONADA,13/02/2018,A=13/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,12,,PASTOREO,13/02/2018,,PARAISO,KYKUYO,13/02/2018,13/02/2018,,,2.2,,1.0,154,2'261,2'261.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,13/02/2018,,JUNCAL,KYKUYO,13/02/2018,13/02/2018,,,3.6,,1.0,140,2'203,2'203.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,22,,PASTOREO,13/02/2018,,RECODO 1,KYKUYO,13/02/2018,13/02/2018,,,1.6,,1.0,136,2'586,2'586.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,52,,PASTOREO,13/02/2018,,RECODO 2,KYKUYO,13/02/2018,13/02/2018,,,1.5,,1.0,136,2'300,2'300.0,16.9,28/02/2018,2018,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,33,,PASTOREO,13/02/2018,,RECODO 3,KYKUYO,13/02/2018,13/02/2018,,,1.3,,1.0,150,2'511,2'511.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,6,15'591,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,15,7'587,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,22,5'001,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,31,5'354,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,MANGA LARGA,1,10'141,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,MANGA LARGA,7,5'983,ABONADA,14/02/2018,A=14/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,12,,PASTOREO,14/02/2018,,PARAISO,KYKUYO,14/02/2018,14/02/2018,,,2.2,,1.0,154,2'339,2'339.0,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,14/02/2018,,JUNCAL,KYKUYO,14/02/2018,14/02/2018,,,3.6,,1.0,142,2'148,2'148.0,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,22,,PASTOREO,14/02/2018,,RECODO 1,KYKUYO,14/02/2018,14/02/2018,,,1.6,,1.0,136,2'564,2'564.0,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,50,,PASTOREO,14/02/2018,,RECODO 2,KYKUYO,14/02/2018,14/02/2018,,,0.8,,1.0,136,2'256,2'256.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,33,,PASTOREO,14/02/2018,,RECODO 3,KYKUYO,14/02/2018,14/02/2018,,,1.3,,1.0,150,2'598,2'598.0,17.3,01/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,12,19'353,ABONADA,15/02/2018,A=15/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,13,13'263,ABONADA,15/02/2018,A=15/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,36,14'693,ABONADA,15/02/2018,A=15/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,RANCHO,2,5'341,ABONADA,15/02/2018,A=15/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,12,,PASTOREO,15/02/2018,,PARAISO,KYKUYO,15/02/2018,15/02/2018,,,2.2,,1.0,154,2'286,2'286.0,14.8,02/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,15/02/2018,,JUNCAL,KYKUYO,15/02/2018,15/02/2018,,,3.6,,1.0,142,2'154,2'154.0,15.2,02/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,22,,PASTOREO,15/02/2018,,RECODO 1,KYKUYO,15/02/2018,15/02/2018,,,1.6,,1.0,136,2'556,2'556.0,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,50,,PASTOREO,15/02/2018,,RECODO 2,KYKUYO,15/02/2018,15/02/2018,,,0.8,,1.0,136,2'248,2'248.0,16.5,02/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,4,,PASTOREO,15/02/2018,,RECODO 3,KYKUYO,15/02/2018,15/02/2018,,,1.4,,1.0,150,2'478,2'478.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,4,13'510,FUMIGADA,16/02/2018,16/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,34,8'302,FUMIGADA,16/02/2018,16/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,35,11'572,FUMIGADA,16/02/2018,16/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,MANGA LARGA,6,7'836,FUMIGADA,16/02/2018,16/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,13,,PASTOREO,16/02/2018,,PARAISO,KYKUYO,16/02/2018,16/02/2018,,,3.8,,1.0,153,2'358,2'358.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,9,,PASTOREO,16/02/2018,,JUNCAL,KYKUYO,16/02/2018,16/02/2018,,,2.2,,1.0,142,2'064,2'064.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,22,,PASTOREO,16/02/2018,,RECODO 1,KYKUYO,16/02/2018,16/02/2018,,,1.6,,1.0,136,2'584,2'584.0,19.0,03/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,51,,PASTOREO,16/02/2018,,RECODO 2,KYKUYO,16/02/2018,16/02/2018,,,0.8,,1.0,136,2'262,2'262.0,16.6,03/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,4,,PASTOREO,16/02/2018,,RECODO 3,KYKUYO,16/02/2018,16/02/2018,,,1.4,,1.0,150,2'629,2'629.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,13,,PASTOREO,17/02/2018,,PARAISO,KYKUYO,17/02/2018,17/02/2018,,,3.8,,1.0,153,2'409,2'409.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,9,,PASTOREO,17/02/2018,,JUNCAL,KYKUYO,17/02/2018,17/02/2018,,,2.2,,1.0,142,1'846,1'846.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,23,,PASTOREO,17/02/2018,,RECODO 1,KYKUYO,17/02/2018,17/02/2018,,,2.1,,1.0,125,2'333,2'333.0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,47,,PASTOREO,17/02/2018,,RECODO 2,KYKUYO,17/02/2018,17/02/2018,,,1.2,,1.0,136,2'027,2'027.0,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,4,,PASTOREO,17/02/2018,,RECODO 3,KYKUYO,17/02/2018,17/02/2018,,,1.4,,1.0,150,2'553,2'553.0,17.0,04/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,13,,PASTOREO,18/02/2018,,PARAISO,KYKUYO,18/02/2018,18/02/2018,,,3.8,,1.0,140,2'249,2'249.0,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,9,,PASTOREO,18/02/2018,,JUNCAL,KYKUYO,18/02/2018,18/02/2018,,,2.2,,1.0,134,1'908,1'908.0,14.2,05/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,23,,PASTOREO,18/02/2018,,RECODO 1,KYKUYO,18/02/2018,18/02/2018,,,2.1,,1.0,126,2'662,2'662.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,47,,PASTOREO,18/02/2018,,RECODO 2,KYKUYO,18/02/2018,18/02/2018,,,1.2,,1.0,136,2'172,2'172.0,16.0,05/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,3,,PASTOREO,18/02/2018,,RECODO 3,KYKUYO,18/02/2018,18/02/2018,,,1.4,,1.0,141,2'545,2'545.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,13,,PASTOREO,19/02/2018,,PARAISO,KYKUYO,19/02/2018,19/02/2018,,,3.8,,1.0,140,3'126,3'126.0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,10,,PASTOREO,19/02/2018,,JUNCAL,KYKUYO,19/02/2018,19/02/2018,,,2.3,,1.0,134,1'939,1'939.0,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,23,,PASTOREO,19/02/2018,,RECODO 1,KYKUYO,19/02/2018,19/02/2018,,,2.1,,1.0,127,2'611,2'611.0,20.6,06/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,48,,PASTOREO,19/02/2018,,RECODO 2,KYKUYO,19/02/2018,19/02/2018,,,1.2,,1.0,136,2'131,2'131.0,15.7,06/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,3,,PASTOREO,19/02/2018,,RECODO 3,KYKUYO,19/02/2018,19/02/2018,,,1.4,,1.0,141,2'629,2'629.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,5,12'257,FUMIGADA,20/02/2018,20/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,6,12'173,FUMIGADA,20/02/2018,20/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,9,25'492,FUMIGADA,20/02/2018,20/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,10,24'440,FUMIGADA,20/02/2018,20/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,13,,PASTOREO,20/02/2018,,PARAISO,KYKUYO,20/02/2018,20/02/2018,,,3.8,,1.0,140,2'279,2'279.0,16.3,07/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,10,,PASTOREO,20/02/2018,,JUNCAL,KYKUYO,20/02/2018,20/02/2018,,,2.3,,1.0,136,2'001,2'001.0,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,24,,PASTOREO,20/02/2018,,RECODO 1,KYKUYO,20/02/2018,20/02/2018,,,2.0,,1.0,130,2'600,2'600.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,53,,PASTOREO,20/02/2018,,RECODO 2,KYKUYO,20/02/2018,20/02/2018,,,2.4,,1.0,136,2'174,2'174.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,3,,PASTOREO,20/02/2018,,RECODO 3,KYKUYO,20/02/2018,20/02/2018,,,1.4,,1.0,141,2'641,2'641.0,18.7,07/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,14,,PASTOREO,21/02/2018,,PARAISO,KYKUYO,21/02/2018,21/02/2018,,51,2.6,,1.0,140,2'375,2'375.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,10,,PASTOREO,21/02/2018,,JUNCAL,KYKUYO,21/02/2018,21/02/2018,,,2.3,,1.0,136,1'952,1'952.0,14.4,08/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,24,,PASTOREO,21/02/2018,,RECODO 1,KYKUYO,21/02/2018,21/02/2018,,,2.0,,1.0,130,2'640,2'640.0,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,53,,PASTOREO,21/02/2018,,RECODO 2,KYKUYO,21/02/2018,21/02/2018,,,2.4,,1.0,136,2'286,2'286.0,16.8,08/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,2,,PASTOREO,21/02/2018,,RECODO 3,KYKUYO,21/02/2018,21/02/2018,,51,1.6,,1.0,141,2'677,2'677.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,11'526,ABONADA,22/02/2018,A=22/2 NUCLEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,14,,PASTOREO,22/02/2018,,PARAISO,KYKUYO,22/02/2018,22/02/2018,,,2.6,,1.0,140,2'382,2'382.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,11,,PASTOREO,22/02/2018,,JUNCAL,KYKUYO,22/02/2018,22/02/2018,,,2.2,,1.0,138,2'060,2'060.0,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,24,,PASTOREO,22/02/2018,,RECODO 1,KYKUYO,22/02/2018,22/02/2018,,,2.0,,1.0,130,2'645,2'645.0,20.3,09/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,54,,PASTOREO,22/02/2018,,RECODO 2,KYKUYO,22/02/2018,22/02/2018,,,2.4,,1.0,136,2'255,2'255.0,16.6,09/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,2,,PASTOREO,22/02/2018,,RECODO 3,KYKUYO,22/02/2018,22/02/2018,,,1.6,,1.0,141,2'570,2'570.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,14,,PASTOREO,23/02/2018,,PARAISO,KYKUYO,23/02/2018,23/02/2018,,,2.6,,1.0,141,2'279,2'279.0,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,11,,PASTOREO,23/02/2018,,JUNCAL,KYKUYO,23/02/2018,23/02/2018,,,2.2,,1.0,139,2'055,2'055.0,14.8,10/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,10,,PASTOREO,23/02/2018,,RECODO 1,KYKUYO,23/02/2018,23/02/2018,,,1.4,,1.0,130,2'675,2'675.0,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,55,,PASTOREO,23/02/2018,,RECODO 2,KYKUYO,23/02/2018,23/02/2018,,51,2.0,,1.0,136,2'274,2'274.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,2,,PASTOREO,23/02/2018,,RECODO 3,KYKUYO,23/02/2018,23/02/2018,,,1.6,,1.0,141,2'663,2'663.0,18.9,10/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,6,15'591,FUMIGADA,24/02/2018,24/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,36,14'693,FUMIGADA,24/02/2018,24/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,MANGA LARGA,7,5'983,FUMIGADA,24/02/2018,24/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,14,,PASTOREO,24/02/2018,,PARAISO,KYKUYO,24/02/2018,24/02/2018,,,2.6,,1.0,141,2'287,2'287.0,16.2,11/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,12,,PASTOREO,24/02/2018,,JUNCAL,KYKUYO,24/02/2018,24/02/2018,,14,1.9,,1.0,139,2'096,2'096.0,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,10,,PASTOREO,24/02/2018,,RECODO 1,KYKUYO,24/02/2018,24/02/2018,,,1.4,,1.0,130,2'720,2'720.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,55,,PASTOREO,24/02/2018,,RECODO 2,KYKUYO,24/02/2018,24/02/2018,,,2.0,,1.0,136,2'249,2'249.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,1,,PASTOREO,24/02/2018,,RECODO 3,KYKUYO,24/02/2018,24/02/2018,,,0.9,,1.0,141,2'541,2'541.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,15,,PASTOREO,25/02/2018,,PARAISO,KYKUYO,25/02/2018,25/02/2018,,53,2.2,,1.0,144,2'258,2'258.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,12,,PASTOREO,25/02/2018,,JUNCAL,KYKUYO,25/02/2018,25/02/2018,,,1.9,,1.0,140,2'044,2'044.0,14.6,12/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,10,,PASTOREO,25/02/2018,,RECODO 1,KYKUYO,25/02/2018,25/02/2018,,,1.4,,1.0,130,2'547,2'547.0,19.6,12/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,55,,PASTOREO,25/02/2018,,RECODO 2,KYKUYO,25/02/2018,25/02/2018,,,2.0,,1.0,134,2'207,2'207.0,16.5,12/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,1,,PASTOREO,25/02/2018,,RECODO 3,KYKUYO,25/02/2018,25/02/2018,,,0.9,,1.0,141,2'628,2'628.0,18.6,12/03/2018,2018,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,7,13'347,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,11'526,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,12,19'353,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,13,13'263,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,15,7'587,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,LA ISLA,22,5'001,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,MANGA LARGA,1,10'141,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,RANCHO,2,5'341,FUMIGADA,26/02/2018,26/2 RAUDO HUMINOVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,15,,PASTOREO,26/02/2018,,PARAISO,KYKUYO,26/02/2018,26/02/2018,,,2.2,,1.0,144,2'269,2'269.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,26/02/2018,,JUNCAL,KYKUYO,26/02/2018,26/02/2018,,11,2.1,,1.0,140,2'105,2'105.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,11,,PASTOREO,26/02/2018,,RECODO 1,KYKUYO,26/02/2018,26/02/2018,,,1.7,,1.0,130,2'382,2'382.0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,56,,PASTOREO,26/02/2018,,RECODO 2,KYKUYO,26/02/2018,26/02/2018,,,2.1,,1.0,134,2'302,2'302.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,5,,PASTOREO,26/02/2018,,RECODO 3,KYKUYO,26/02/2018,26/02/2018,,53,1.8,,1.0,141,2'598,2'598.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,10,11'019,FUMIGADA,27/02/2018,27/12 CASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,PARAISO,15,,PASTOREO,27/02/2018,,PARAISO,KYKUYO,27/02/2018,27/02/2018,,,2.2,,1.0,145,2'221,2'221.0,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,JUNCAL,8,,PASTOREO,27/02/2018,,JUNCAL,KYKUYO,27/02/2018,27/02/2018,,,2.1,,1.0,140,2'092,2'092.0,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,11,,PASTOREO,27/02/2018,,RECODO 1,KYKUYO,27/02/2018,27/02/2018,,,1.7,,1.0,130,2'589,2'589.0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,56,,PASTOREO,27/02/2018,,RECODO 2,KYKUYO,27/02/2018,27/02/2018,,,2.1,,1.0,134,2'317,2'317.0,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,EL RECODO,5,,PASTOREO,27/02/2018,,RECODO 3,KYKUYO,27/02/2018,27/02/2018,,,1.8,,1.0,141,2'586,2'586.0,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
