AÑO,MES,FINCA,POTRERO,AREA M2,ACTIVIDAD,FECHA ACTIVIDAD,PRODUCTO,HATO,TIPO DE FORRAJE,FECHA ENTRADA,FECHA SALIDA,,DIAS ANTIGUEDAD PASTOS,AFORO,FORRAJE FRECIDO,DIAS ESTADIA,NUMERO ANIMALES,LECHE TOTAL,LECHE POR DIA,LECHE POR VACA,FECHA PROYECTADA FUMIGACION,ANO FUMIGACION,MES FUMIGACION,,,,Contador,9058,,,ACTIVIDAD,2,,SIEMBRA,2,FUMIGADA,4,ABONADA,73,RENOVADA,291,CORTE,623,HENOLAJE,644,DESBROSADA,694,ROTOBO,1694,RIEGO,2174,ENMIENDA,2339,ENCALADO,2484,PASTOREO,831
2019,4,JUNCAL,4,,PASTOREO,10/04/2019,,JUNCAL,KYKUYO,10/04/2019,10/04/2019,,,1.4,,1.0,124,2'211,2'211.0,17.8,25/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,13,,PASTOREO,10/04/2019,,RECODO 1,KYKUYO,10/04/2019,10/04/2019,,,2.2,,1.0,137,2'882,2'882.0,21.0,25/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,34,,PASTOREO,10/04/2019,,RECODO 2,KYKUYO,10/04/2019,10/04/2019,,,1.4,,1.0,149,2'644,2'644.0,17.7,25/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,7,,PASTOREO,10/04/2019,,RECODO 3,KYKUYO,10/04/2019,10/04/2019,,104,2.2,,1.0,141,2'787,2'787.0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,16,11'357,HENOLAJE,11/04/2019,cortado 11/4 61 pacas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,67,6'118,RENOVADA,11/04/2019,11/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,24,21'577,RENOVADA,11/04/2019,11/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,68,5'144,RENOVADA,11/04/2019,11/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,12,,PASTOREO,11/04/2019,,PARAISO,KYKUYO,11/04/2019,11/04/2019,,39,1.6,,1.0,150,2'908,2'908.0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,5,,PASTOREO,11/04/2019,,JUNCAL,KYKUYO,11/04/2019,11/04/2019,,43,1.5,,1.0,126,2'270,2'270.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,16,,PASTOREO,11/04/2019,,RECODO 1,KYKUYO,11/04/2019,11/04/2019,,124,2.6,,1.0,137,2'860,2'860.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,38,,PASTOREO,11/04/2019,,RECODO 2,KYKUYO,11/04/2019,11/04/2019,,48,1.6,,1.0,148,2'570,2'570.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,7,,PASTOREO,11/04/2019,,RECODO 3,KYKUYO,11/04/2019,11/04/2019,,,2.2,,1.0,141,2'763,2'763.0,19.6,26/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,5,22'616,FUMIGADA,12/04/2019,12/4 RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,8,24'604,FUMIGADA,12/04/2019,4/12 CASTA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,11,17'664,RENOVADA,12/04/2019,12/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,12,,PASTOREO,12/04/2019,,PARAISO,KYKUYO,12/04/2019,12/04/2019,,,1.6,,1.0,151,2'875,2'875.0,19.0,27/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,5,,PASTOREO,12/04/2019,,JUNCAL,KYKUYO,12/04/2019,12/04/2019,,,1.5,,1.0,127,2'313,2'313.0,18.2,27/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,16,,PASTOREO,12/04/2019,,RECODO 1,KYKUYO,12/04/2019,12/04/2019,,,2.6,,1.0,137,2'830,2'830.0,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,38,,PASTOREO,12/04/2019,,RECODO 2,KYKUYO,12/04/2019,12/04/2019,,,1.6,,1.0,148,2'572,2'572.0,17.4,27/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,8,,PASTOREO,12/04/2019,,RECODO 3,KYKUYO,12/04/2019,12/04/2019,,53,2.1,,1.0,141,2'667,2'667.0,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,14,17'890,ENMIENDA,13/04/2019,13/4/19 encalado 20 btos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,14,17'890,RENOVADA,13/04/2019,13/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,14,,PASTOREO,13/04/2019,,PARAISO,KYKUYO,13/04/2019,13/04/2019,,38,1.7,,1.0,151,2'983,2'983.0,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,6,,PASTOREO,13/04/2019,,JUNCAL,KYKUYO,13/04/2019,13/04/2019,,43,1.2,,1.0,127,2'375,2'375.0,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,16,,PASTOREO,13/04/2019,,RECODO 1,KYKUYO,13/04/2019,13/04/2019,,,2.6,,1.0,137,2'961,2'961.0,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,37,,PASTOREO,13/04/2019,,RECODO 2,KYKUYO,13/04/2019,13/04/2019,,47,1.6,,1.0,148,2'443,2'443.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,8,,PASTOREO,13/04/2019,,RECODO 3,KYKUYO,13/04/2019,13/04/2019,,,2.1,,1.0,141,2'715,2'715.0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,14,,PASTOREO,14/04/2019,,PARAISO,KYKUYO,14/04/2019,14/04/2019,,,1.7,,1.0,151,2'719,2'719.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,6,,PASTOREO,14/04/2019,,JUNCAL,KYKUYO,14/04/2019,14/04/2019,,,1.2,,1.0,127,2'350,2'350.0,18.5,29/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,16,,PASTOREO,14/04/2019,,RECODO 1,KYKUYO,14/04/2019,14/04/2019,,,2.6,,1.0,137,2'975,2'975.0,21.7,29/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,37,,PASTOREO,14/04/2019,,RECODO 2,KYKUYO,14/04/2019,14/04/2019,,,1.6,,1.0,148,2'481,2'481.0,16.8,29/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,8,,PASTOREO,14/04/2019,,RECODO 3,KYKUYO,14/04/2019,14/04/2019,,,2.1,,1.0,141,2'686,2'686.0,19.0,29/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,14,,PASTOREO,15/04/2019,,PARAISO,KYKUYO,15/04/2019,15/04/2019,,,1.7,,1.0,143,2'789,2'789.0,19.5,30/04/2019,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,9,,PASTOREO,15/04/2019,,JUNCAL,KYKUYO,15/04/2019,15/04/2019,,40,1.5,,1.0,138,2'369,2'369.0,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,15,,PASTOREO,15/04/2019,,RECODO 1,KYKUYO,15/04/2019,15/04/2019,,57,2.2,,1.0,137,3'028,3'028.0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,36,,PASTOREO,15/04/2019,,RECODO 2,KYKUYO,15/04/2019,15/04/2019,,46,1.4,,1.0,148,2'530,2'530.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,9,,PASTOREO,15/04/2019,,RECODO 3,KYKUYO,15/04/2019,15/04/2019,,54,1.8,,1.0,141,2'706,2'706.0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,27,16'239,FUMIGADA,16/04/2019,16/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,32,14'705,FUMIGADA,16/04/2019,16/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,55,20'543,FUMIGADA,16/04/2019,16/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,54,15'984,FUMIGADA,16/04/2019,16/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,13,19'922,RENOVADA,16/04/2019,16/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,69,5'878,RENOVADA,16/04/2019,16/4/19 R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,15,,PASTOREO,16/04/2019,,PARAISO,KYKUYO,16/04/2019,16/04/2019,,97,1.6,,1.0,143,2'993,2'993.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,9,,PASTOREO,16/04/2019,,JUNCAL,KYKUYO,16/04/2019,16/04/2019,,,1.5,,1.0,139,2'351,2'351.0,16.9,01/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,15,,PASTOREO,16/04/2019,,RECODO 1,KYKUYO,16/04/2019,16/04/2019,,,2.2,,1.0,137,3'014,3'014.0,22.0,01/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,36,,PASTOREO,16/04/2019,,RECODO 2,KYKUYO,16/04/2019,16/04/2019,,,1.4,,1.0,148,2'457,2'457.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,9,,PASTOREO,16/04/2019,,RECODO 3,KYKUYO,16/04/2019,16/04/2019,,,1.8,,1.0,141,2'772,2'772.0,19.7,01/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,4,13'510,DESBROSADA,17/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,4,13'510,ENMIENDA,17/04/2019,Tornado P 3 Bultos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,LA ISLA,16,8'412,ENMIENDA,17/04/2019,"Tornado P 2,5 bultos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,45,24'752,FUMIGADA,17/04/2019,17/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,46,14'721,FUMIGADA,17/04/2019,17/4/19 raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,4,13'510,RENOVADA,17/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,4,13'510,ROTOBO,17/04/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,4,13'510,SIEMBRA,17/04/2019,Boxer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,15,,PASTOREO,17/04/2019,,PARAISO,KYKUYO,17/04/2019,17/04/2019,,,1.6,,1.0,144,2'593,2'593.0,18.0,02/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,10,,PASTOREO,17/04/2019,,JUNCAL,KYKUYO,17/04/2019,17/04/2019,,39,1.5,,1.0,141,2'558,2'558.0,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,17,,PASTOREO,17/04/2019,,RECODO 1,KYKUYO,17/04/2019,17/04/2019,,50,1.4,,1.0,136,3'034,3'034.0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,36,,PASTOREO,17/04/2019,,RECODO 2,KYKUYO,17/04/2019,17/04/2019,,,1.4,,1.0,150,2'548,2'548.0,17.0,02/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,12,,PASTOREO,17/04/2019,,RECODO 3,KYKUYO,17/04/2019,17/04/2019,,54,1.9,,1.0,141,2'781,2'781.0,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,1,,PASTOREO,18/04/2019,,PARAISO,KYKUYO,18/04/2019,18/04/2019,,52,1.7,,1.0,144,2'681,2'681.0,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,10,,PASTOREO,18/04/2019,,JUNCAL,KYKUYO,18/04/2019,18/04/2019,,,1.5,,1.0,141,2'553,2'553.0,18.1,03/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,17,,PASTOREO,18/04/2019,,RECODO 1,KYKUYO,18/04/2019,18/04/2019,,,1.4,,1.0,138,3'069,3'069.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,40,,PASTOREO,18/04/2019,,RECODO 2,KYKUYO,18/04/2019,18/04/2019,,45,1.5,,1.0,150,2'445,2'445.0,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,12,,PASTOREO,18/04/2019,,RECODO 3,KYKUYO,18/04/2019,18/04/2019,,,1.9,,1.0,142,2'767,2'767.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,1,,PASTOREO,19/04/2019,,PARAISO,KYKUYO,19/04/2019,19/04/2019,,,1.7,,1.0,147,2'649,2'649.0,18.0,04/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,12,,PASTOREO,19/04/2019,,JUNCAL,KYKUYO,19/04/2019,19/04/2019,,39,1.4,,1.0,141,2'483,2'483.0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,17,,PASTOREO,19/04/2019,,RECODO 1,KYKUYO,19/04/2019,19/04/2019,,,1.4,,1.0,138,3'051,3'051.0,22.1,04/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,40,,PASTOREO,19/04/2019,,RECODO 2,KYKUYO,19/04/2019,19/04/2019,,,1.5,,1.0,151,2'407,2'407.0,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,12,,PASTOREO,19/04/2019,,RECODO 3,KYKUYO,19/04/2019,19/04/2019,,,1.9,,1.0,142,2'811,2'811.0,19.8,04/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,19,16'499,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,20,17'387,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,21,15'900,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,8,24'604,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,9,25'492,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,10,24'440,FUMIGADA,20/04/2019,20/4 RAUDO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,2,,PASTOREO,20/04/2019,,PARAISO,RAYGRAS,20/04/2019,20/04/2019,,51,1.5,,1.0,147,2'622,2'622.0,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,12,,PASTOREO,20/04/2019,,JUNCAL,KYKUYO,20/04/2019,20/04/2019,,,1.4,,1.0,139,2'329,2'329.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,18,,PASTOREO,20/04/2019,,RECODO 1,KYKUYO,20/04/2019,20/04/2019,,49,1.5,,1.0,138,3'104,3'104.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,40,,PASTOREO,20/04/2019,,RECODO 2,KYKUYO,20/04/2019,20/04/2019,,,1.5,,1.0,151,2'417,2'417.0,16.0,05/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,10,,PASTOREO,20/04/2019,,RECODO 3,KYKUYO,20/04/2019,20/04/2019,,55,1.3,,1.0,142,2'730,2'730.0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,MANGA LARGA,2,10'825,FUMIGADA,21/04/2019,21/4 RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,MANGA LARGA,3,10'826,FUMIGADA,21/04/2019,21/4 RAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,2,,PASTOREO,21/04/2019,,PARAISO,RAYGRAS,21/04/2019,21/04/2019,,,1.5,,1.0,145,2'484,2'484.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,12,,PASTOREO,21/04/2019,,JUNCAL,KYKUYO,21/04/2019,21/04/2019,,,1.4,,1.0,135,2'119,2'119.0,15.7,06/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,18,,PASTOREO,21/04/2019,,RECODO 1,KYKUYO,21/04/2019,21/04/2019,,,1.5,,1.0,138,3'134,3'134.0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,39,,PASTOREO,21/04/2019,,RECODO 2,KYKUYO,21/04/2019,21/04/2019,,47,1.7,,1.0,151,2'581,2'581.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,10,,PASTOREO,21/04/2019,,RECODO 3,KYKUYO,21/04/2019,21/04/2019,,,1.3,,1.0,143,2'800,2'800.0,19.6,06/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,2,,PASTOREO,22/04/2019,,PARAISO,RAYGRAS,22/04/2019,22/04/2019,,,1.5,,1.0,147,2'761,2'761.0,18.8,07/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,8,,PASTOREO,22/04/2019,,JUNCAL,KYKUYO,22/04/2019,22/04/2019,,38,1.5,,1.0,140,2'253,2'253.0,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,18,,PASTOREO,22/04/2019,,RECODO 1,KYKUYO,22/04/2019,22/04/2019,,,1.5,,1.0,133,3'144,3'144.0,23.6,07/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,39,,PASTOREO,22/04/2019,,RECODO 2,KYKUYO,22/04/2019,22/04/2019,,,1.7,,1.0,151,2'503,2'503.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,29,,PASTOREO,22/04/2019,,RECODO 3,KYKUYO,22/04/2019,22/04/2019,,42,1.5,,1.0,143,2'787,2'787.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,3,,PASTOREO,23/04/2019,,PARAISO,KYKUYO,23/04/2019,23/04/2019,,16,1.4,,1.0,147,2'913,2'913.0,19.8,08/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,8,,PASTOREO,23/04/2019,,JUNCAL,KYKUYO,23/04/2019,23/04/2019,,,1.5,,1.0,141,2'366,2'366.0,16.8,08/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,19,,PASTOREO,23/04/2019,,RECODO 1,KYKUYO,23/04/2019,23/04/2019,,123,1.7,,1.0,133,3'088,3'088.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,39,,PASTOREO,23/04/2019,,RECODO 2,KYKUYO,23/04/2019,23/04/2019,,,1.7,,1.0,147,2'483,2'483.0,16.9,08/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,29,,PASTOREO,23/04/2019,,RECODO 3,KYKUYO,23/04/2019,23/04/2019,,,1.5,,1.0,140,2'644,2'644.0,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,13,15'112,FUMIGADA,24/04/2019,Raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,4,,PASTOREO,24/04/2019,,PARAISO,KYKUYO,24/04/2019,24/04/2019,,42,1.3,,1.0,153,2'823,2'823.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,14,,PASTOREO,24/04/2019,,JUNCAL,KYKUYO,24/04/2019,24/04/2019,,41,1.4,,1.0,141,2'475,2'475.0,17.6,09/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,19,,PASTOREO,24/04/2019,,RECODO 1,KYKUYO,24/04/2019,24/04/2019,,,1.7,,1.0,133,3'089,3'089.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,41,,PASTOREO,24/04/2019,,RECODO 2,KYKUYO,24/04/2019,24/04/2019,,47,1.8,,1.0,147,2'575,2'575.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,29,,PASTOREO,24/04/2019,,RECODO 3,KYKUYO,24/04/2019,24/04/2019,,,1.5,,1.0,140,2'811,2'811.0,20.1,09/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,18,12'264,FUMIGADA,25/04/2019,Raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,11,19'170,FUMIGADA,25/04/2019,Raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,12,22'432,FUMIGADA,25/04/2019,Raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,14,12'924,FUMIGADA,25/04/2019,Raudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,4,,PASTOREO,25/04/2019,,PARAISO,KYKUYO,25/04/2019,25/04/2019,,,1.3,,1.0,155,2'887,2'887.0,18.6,10/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,15,,PASTOREO,25/04/2019,,JUNCAL,KYKUYO,25/04/2019,25/04/2019,,86,1.3,,1.0,141,2'365,2'365.0,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,19,,PASTOREO,25/04/2019,,RECODO 1,KYKUYO,25/04/2019,25/04/2019,,,1.7,,1.0,133,3'140,3'140.0,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,41,,PASTOREO,25/04/2019,,RECODO 2,KYKUYO,25/04/2019,25/04/2019,,,1.8,,1.0,147,2'513,2'513.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,28,,PASTOREO,25/04/2019,,RECODO 3,KYKUYO,25/04/2019,25/04/2019,,43,1.7,,1.0,141,2'718,2'718.0,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,PARAISO,6,,PASTOREO,26/04/2019,,PARAISO,KYKUYO,26/04/2019,26/04/2019,,38,1.4,,1.0,155,2'865,2'865.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,JUNCAL,15,,PASTOREO,26/04/2019,,JUNCAL,KYKUYO,26/04/2019,26/04/2019,,,1.3,,1.0,141,2'491,2'491.0,17.7,11/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,EL RECODO,19,,PASTOREO,26/04/2019,,RECODO 1,KYKUYO,26/04/2019,26/04/2019,,,1.7,,1.0,139,3'107,3'107.0,22.4,11/05/2019,2019,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
