Unnamed: 0_x,date,HATO,variable,value,HATO_C,Unnamed: 0_y,poly,name,TIPO DE FORRAJE,AFORO,NUMERO ANIMALES,LECHE TOTAL,LECHE VACA,lote_change,ultimo_pastoreo,dias_de_pastoreo,dias_sin_pastoreo,ultimo_animales,ultima_fumigada,ultima_siembra,ultima_renovada,ultima_desbrosada,ultima_abonada,ultima_enmienda,ultima_rotobo,dias_sin_fumigada,dias_sin_siembra,dias_sin_renovada,dias_sin_desbrosada,dias_sin_abonada,dias_sin_enmienda,dias_sin_rotobo
2886,2019-02-11,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,2019-02-11,JUNCAL,lag_2,La_Isla-Lote_28,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8076,2019-02-11,JUNCAL,lag_3,Juncalito-Lote_18,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,2019-02-11,PARAISO,name,Paraiso-Lote_11,PARAISO,760.0,112.0,Paraiso-Lote_11,KYKUYO,1.8,130.0,1710.0,13.153846153846152,False,2019-02-11 00:00:00,3.0,34 days 00:00:00,130.0,2019-01-16 00:00:00,,,,,,,26 days 00:00:00,,,,,,
3355,2019-02-11,PARAISO,lag_1,Paraiso-Lote_10,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,2019-02-11,PARAISO,lag_2,Paraiso-Lote_9,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,2019-02-11,PARAISO,lag_3,Paraiso-Lote_8,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2019-02-11,RECODO 1,name,RC13,RECODO 1,1229.0,12.0,RC13,KYKUYO,1.7,123.0,2598.0,21.121951219512194,False,2019-02-11 00:00:00,6.0,,123.0,,,,,,,,,,,,,,
3824,2019-02-11,RECODO 1,lag_1,RC14,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,2019-02-11,RECODO 1,lag_2,RC24,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9014,2019-02-11,RECODO 1,lag_3,RC23,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,2019-02-11,RECODO 2,name,RC57,RECODO 2,1698.0,56.0,RC57,KYKUYO,1.6,143.0,2628.0,18.377622377622377,False,2019-02-11 00:00:00,4.0,,143.0,2019-01-02 00:00:00,,,,,,,40 days 00:00:00,,,,,,
4293,2019-02-11,RECODO 2,lag_1,RC56,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,2019-02-11,RECODO 2,lag_2,RC55,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,2019-02-11,RECODO 2,lag_3,RC54,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,2019-02-11,RECODO 3,name,RC05,RECODO 3,2167.0,4.0,RC05,KYKUYO,1.5,137.0,2772.0,20.233576642335766,False,2019-02-11 00:00:00,1.0,,137.0,2019-01-10 00:00:00,,,,,,,32 days 00:00:00,,,,,,
4762,2019-02-11,RECODO 3,lag_1,RC01,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357,2019-02-11,RECODO 3,lag_2,RC02,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952,2019-02-11,RECODO 3,lag_3,RC03,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2019-02-12,JUNCAL,name,Juncalito-Lote_2,JUNCAL,292.0,82.0,Juncalito-Lote_2,KYKUYO,2.5,129.0,2649.0,20.53488372093023,False,2019-02-12 00:00:00,3.0,,129.0,2019-01-10 00:00:00,,,,2019-01-08 00:00:00,,,33 days 00:00:00,,,,35 days 00:00:00,,
2887,2019-02-12,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5482,2019-02-12,JUNCAL,lag_2,La_Isla-Lote_28,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8077,2019-02-12,JUNCAL,lag_3,Juncalito-Lote_18,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2019-02-12,PARAISO,name,Paraiso-Lote_13,PARAISO,761.0,114.0,Paraiso-Lote_13,KYKUYO,2.0,132.0,1717.0,13.007575757575758,False,2019-02-12 00:00:00,1.0,35 days 00:00:00,132.0,2019-01-18 00:00:00,,,,,,,25 days 00:00:00,,,,,,
3356,2019-02-12,PARAISO,lag_1,Paraiso-Lote_11,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,2019-02-12,PARAISO,lag_2,Paraiso-Lote_10,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,2019-02-12,PARAISO,lag_3,Paraiso-Lote_9,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,2019-02-12,RECODO 1,name,RC13,RECODO 1,1230.0,12.0,RC13,KYKUYO,1.7,123.0,2543.0,20.67479674796748,False,2019-02-12 00:00:00,7.0,,123.0,,,,,,,,,,,,,,
3825,2019-02-12,RECODO 1,lag_1,RC14,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,2019-02-12,RECODO 1,lag_2,RC24,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9015,2019-02-12,RECODO 1,lag_3,RC23,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,2019-02-12,RECODO 2,name,RC58,RECODO 2,1699.0,57.0,RC58,KYKUYO,1.6,143.0,2594.0,18.13986013986014,False,2019-02-12 00:00:00,1.0,,143.0,2019-01-03 00:00:00,,,,,,,40 days 00:00:00,,,,,,
4294,2019-02-12,RECODO 2,lag_1,RC57,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6889,2019-02-12,RECODO 2,lag_2,RC56,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,2019-02-12,RECODO 2,lag_3,RC55,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,2019-02-12,RECODO 3,name,RC05,RECODO 3,2168.0,4.0,RC05,KYKUYO,1.5,137.0,2671.0,19.496350364963504,False,2019-02-12 00:00:00,2.0,,137.0,2019-01-10 00:00:00,,,,,,,33 days 00:00:00,,,,,,
4763,2019-02-12,RECODO 3,lag_1,RC01,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7358,2019-02-12,RECODO 3,lag_2,RC02,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953,2019-02-12,RECODO 3,lag_3,RC03,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2019-02-13,JUNCAL,name,Juncalito-Lote_2,JUNCAL,293.0,82.0,Juncalito-Lote_2,KYKUYO,2.5,129.0,2645.0,20.503875968992244,False,2019-02-13 00:00:00,1.0,1 days 00:00:00,129.0,2019-01-10 00:00:00,,,,2019-02-13 00:00:00,,,34 days 00:00:00,,,,0 days 00:00:00,,
2888,2019-02-13,JUNCAL,lag_1,Juncalito-Lote_3,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,2019-02-13,JUNCAL,lag_2,La_Isla-Lote_28,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8078,2019-02-13,JUNCAL,lag_3,Juncalito-Lote_18,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,2019-02-13,PARAISO,name,Paraiso-Lote_13,PARAISO,762.0,114.0,Paraiso-Lote_13,KYKUYO,2.0,130.0,1717.0,13.207692307692305,False,2019-02-13 00:00:00,2.0,35 days 00:00:00,130.0,2019-01-18 00:00:00,,,,,,,26 days 00:00:00,,,,,,
3357,2019-02-13,PARAISO,lag_1,Paraiso-Lote_11,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,2019-02-13,PARAISO,lag_2,Paraiso-Lote_10,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,2019-02-13,PARAISO,lag_3,Paraiso-Lote_9,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,2019-02-13,RECODO 1,name,RC13,RECODO 1,1231.0,12.0,RC13,KYKUYO,1.7,123.0,2532.0,20.585365853658537,False,2019-02-13 00:00:00,8.0,,123.0,,,,,,,,,,,,,,
3826,2019-02-13,RECODO 1,lag_1,RC14,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,2019-02-13,RECODO 1,lag_2,RC24,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9016,2019-02-13,RECODO 1,lag_3,RC23,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,2019-02-13,RECODO 2,name,RC58,RECODO 2,1700.0,57.0,RC58,KYKUYO,1.6,143.0,2635.0,18.426573426573427,False,2019-02-13 00:00:00,2.0,,143.0,2019-01-03 00:00:00,,,,,,,41 days 00:00:00,,,,,,
4295,2019-02-13,RECODO 2,lag_1,RC57,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6890,2019-02-13,RECODO 2,lag_2,RC56,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,2019-02-13,RECODO 2,lag_3,RC55,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,2019-02-13,RECODO 3,name,RC05,RECODO 3,2169.0,4.0,RC05,KYKUYO,1.5,137.0,2618.0,19.10948905109489,False,2019-02-13 00:00:00,3.0,,137.0,2019-01-10 00:00:00,,,,,,,34 days 00:00:00,,,,,,
4764,2019-02-13,RECODO 3,lag_1,RC01,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7359,2019-02-13,RECODO 3,lag_2,RC02,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954,2019-02-13,RECODO 3,lag_3,RC03,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2019-02-14,JUNCAL,name,Juncalito-Lote_19,JUNCAL,294.0,99.0,Juncalito-Lote_19,RAYGRAS,2.6,129.0,2655.0,20.581395348837212,False,2019-02-14 00:00:00,1.0,,129.0,2019-01-16 00:00:00,,,,2019-01-03 00:00:00,,,29 days 00:00:00,,,,42 days 00:00:00,,
2889,2019-02-14,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,2019-02-14,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8079,2019-02-14,JUNCAL,lag_3,La_Isla-Lote_28,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,2019-02-14,PARAISO,name,Paraiso-Lote_13,PARAISO,763.0,114.0,Paraiso-Lote_13,KYKUYO,2.0,132.0,1843.0,13.962121212121213,False,2019-02-14 00:00:00,3.0,35 days 00:00:00,132.0,2019-01-18 00:00:00,,,,,,,27 days 00:00:00,,,,,,
3358,2019-02-14,PARAISO,lag_1,Paraiso-Lote_11,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,2019-02-14,PARAISO,lag_2,Paraiso-Lote_10,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,2019-02-14,PARAISO,lag_3,Paraiso-Lote_9,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,2019-02-14,RECODO 1,name,RC13,RECODO 1,1232.0,12.0,RC13,KYKUYO,1.7,123.0,2577.0,20.951219512195124,False,2019-02-14 00:00:00,9.0,,123.0,,,,,,,,,,,,,,
3827,2019-02-14,RECODO 1,lag_1,RC14,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,2019-02-14,RECODO 1,lag_2,RC24,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9017,2019-02-14,RECODO 1,lag_3,RC23,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,2019-02-14,RECODO 2,name,RC58,RECODO 2,1701.0,57.0,RC58,KYKUYO,1.6,143.0,2685.0,18.776223776223773,False,2019-02-14 00:00:00,3.0,,143.0,2019-01-03 00:00:00,,,,,,,42 days 00:00:00,,,,,,
4296,2019-02-14,RECODO 2,lag_1,RC57,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6891,2019-02-14,RECODO 2,lag_2,RC56,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,2019-02-14,RECODO 2,lag_3,RC55,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,2019-02-14,RECODO 3,name,RC05,RECODO 3,2170.0,4.0,RC05,KYKUYO,1.5,137.0,2558.0,18.67153284671533,False,2019-02-14 00:00:00,4.0,,137.0,2019-01-10 00:00:00,,,,,,,35 days 00:00:00,,,,,,
4765,2019-02-14,RECODO 3,lag_1,RC01,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,2019-02-14,RECODO 3,lag_2,RC02,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955,2019-02-14,RECODO 3,lag_3,RC03,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2019-02-15,JUNCAL,name,Juncalito-Lote_19,JUNCAL,295.0,99.0,Juncalito-Lote_19,RAYGRAS,2.6,129.0,2657.0,20.5968992248062,False,2019-02-15 00:00:00,2.0,,129.0,2019-01-16 00:00:00,,,,2019-01-03 00:00:00,,,30 days 00:00:00,,,,43 days 00:00:00,,
2890,2019-02-15,JUNCAL,lag_1,Juncalito-Lote_2,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5485,2019-02-15,JUNCAL,lag_2,Juncalito-Lote_3,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,2019-02-15,JUNCAL,lag_3,La_Isla-Lote_28,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,2019-02-15,PARAISO,name,Paraiso-Lote_13,PARAISO,764.0,114.0,Paraiso-Lote_13,KYKUYO,2.0,132.0,2067.0,15.659090909090908,False,2019-02-15 00:00:00,4.0,35 days 00:00:00,132.0,2019-01-18 00:00:00,,,,,,,28 days 00:00:00,,,,,,
3359,2019-02-15,PARAISO,lag_1,Paraiso-Lote_11,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,2019-02-15,PARAISO,lag_2,Paraiso-Lote_10,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,2019-02-15,PARAISO,lag_3,Paraiso-Lote_9,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,2019-02-15,RECODO 1,name,RC13,RECODO 1,1233.0,12.0,RC13,KYKUYO,1.7,123.0,2671.0,21.715447154471544,False,2019-02-15 00:00:00,10.0,,123.0,,,,,,,,,,,,,,
3828,2019-02-15,RECODO 1,lag_1,RC14,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,2019-02-15,RECODO 1,lag_2,RC24,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018,2019-02-15,RECODO 1,lag_3,RC23,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2019-02-15,RECODO 2,name,RC58,RECODO 2,1702.0,57.0,RC58,KYKUYO,1.6,143.0,2754.0,19.258741258741264,False,2019-02-15 00:00:00,4.0,,143.0,2019-01-03 00:00:00,,,,,,,43 days 00:00:00,,,,,,
4297,2019-02-15,RECODO 2,lag_1,RC57,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6892,2019-02-15,RECODO 2,lag_2,RC56,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,2019-02-15,RECODO 2,lag_3,RC55,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,2019-02-15,RECODO 3,name,RC05,RECODO 3,2171.0,4.0,RC05,KYKUYO,1.5,137.0,2471.0,18.036496350364963,False,2019-02-15 00:00:00,5.0,,137.0,2019-01-10 00:00:00,,,,,,,36 days 00:00:00,,,,,,
4766,2019-02-15,RECODO 3,lag_1,RC01,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,2019-02-15,RECODO 3,lag_2,RC02,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956,2019-02-15,RECODO 3,lag_3,RC03,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2019-02-16,JUNCAL,name,Juncalito-Lote_20,JUNCAL,296.0,100.0,Juncalito-Lote_20,RAYGRAS,2.3,128.0,2600.0,20.3125,False,2019-02-16 00:00:00,1.0,44 days 00:00:00,128.0,2019-01-17 00:00:00,,,,2019-01-08 00:00:00,,,30 days 00:00:00,,,,39 days 00:00:00,,
2891,2019-02-16,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,2019-02-16,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8081,2019-02-16,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,2019-02-16,PARAISO,name,Paraiso-Lote_2,PARAISO,765.0,103.0,Paraiso-Lote_2,RAYGRAS,2.0,133.0,1994.0,14.992481203007516,False,2019-02-16 00:00:00,1.0,31 days 00:00:00,133.0,2019-01-30 00:00:00,,,,,,,17 days 00:00:00,,,,,,
3360,2019-02-16,PARAISO,lag_1,Paraiso-Lote_13,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955,2019-02-16,PARAISO,lag_2,Paraiso-Lote_11,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,2019-02-16,PARAISO,lag_3,Paraiso-Lote_10,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,2019-02-16,RECODO 1,name,RC15,RECODO 1,1234.0,14.0,RC15,KYKUYO,2.1,123.0,2589.0,21.048780487804876,False,2019-02-16 00:00:00,1.0,,123.0,,,,,,,,,,,,,,
3829,2019-02-16,RECODO 1,lag_1,RC13,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,2019-02-16,RECODO 1,lag_2,RC14,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019,2019-02-16,RECODO 1,lag_3,RC24,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,2019-02-16,RECODO 2,name,RC59,RECODO 2,1703.0,58.0,RC59,KYKUYO,1.5,143.0,2580.0,18.041958041958047,False,2019-02-16 00:00:00,1.0,,143.0,2019-01-05 00:00:00,,,,,,,42 days 00:00:00,,,,,,
4298,2019-02-16,RECODO 2,lag_1,RC58,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6893,2019-02-16,RECODO 2,lag_2,RC57,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,2019-02-16,RECODO 2,lag_3,RC56,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2019-02-16,RECODO 3,name,RC08,RECODO 3,2172.0,7.0,RC08,KYKUYO,1.4,137.0,2593.0,18.927007299270073,False,2019-02-16 00:00:00,1.0,,137.0,2019-01-22 00:00:00,,,,,,,25 days 00:00:00,,,,,,
4767,2019-02-16,RECODO 3,lag_1,RC05,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,2019-02-16,RECODO 3,lag_2,RC01,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,2019-02-16,RECODO 3,lag_3,RC02,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2019-02-17,JUNCAL,name,Juncalito-Lote_20,JUNCAL,297.0,100.0,Juncalito-Lote_20,RAYGRAS,2.3,128.0,2572.0,20.09375,False,2019-02-17 00:00:00,2.0,44 days 00:00:00,128.0,2019-01-17 00:00:00,,,,2019-01-08 00:00:00,,,31 days 00:00:00,,,,40 days 00:00:00,,
2892,2019-02-17,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,2019-02-17,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082,2019-02-17,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,2019-02-17,PARAISO,name,Paraiso-Lote_2,PARAISO,766.0,103.0,Paraiso-Lote_2,RAYGRAS,2.0,133.0,2012.0,15.12781954887218,False,2019-02-17 00:00:00,2.0,31 days 00:00:00,133.0,2019-01-30 00:00:00,,,,,,,18 days 00:00:00,,,,,,
3361,2019-02-17,PARAISO,lag_1,Paraiso-Lote_13,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,2019-02-17,PARAISO,lag_2,Paraiso-Lote_11,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,2019-02-17,PARAISO,lag_3,Paraiso-Lote_10,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,2019-02-17,RECODO 1,name,RC15,RECODO 1,1235.0,14.0,RC15,KYKUYO,2.1,124.0,2685.0,21.653225806451612,False,2019-02-17 00:00:00,2.0,,124.0,,,,,,,,,,,,,,
3830,2019-02-17,RECODO 1,lag_1,RC13,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,2019-02-17,RECODO 1,lag_2,RC14,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020,2019-02-17,RECODO 1,lag_3,RC24,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,2019-02-17,RECODO 2,name,RC60,RECODO 2,1704.0,59.0,RC60,KYKUYO,1.3,143.0,2628.0,18.377622377622377,False,2019-02-17 00:00:00,1.0,,143.0,2019-01-05 00:00:00,,,,,,,43 days 00:00:00,,,,,,
4299,2019-02-17,RECODO 2,lag_1,RC59,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6894,2019-02-17,RECODO 2,lag_2,RC58,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,2019-02-17,RECODO 2,lag_3,RC57,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,2019-02-17,RECODO 3,name,RC08,RECODO 3,2173.0,7.0,RC08,KYKUYO,1.4,139.0,2659.0,19.1294964028777,False,2019-02-17 00:00:00,2.0,,139.0,2019-01-22 00:00:00,,,,,,,26 days 00:00:00,,,,,,
4768,2019-02-17,RECODO 3,lag_1,RC05,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7363,2019-02-17,RECODO 3,lag_2,RC01,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9958,2019-02-17,RECODO 3,lag_3,RC02,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2019-02-18,JUNCAL,name,Juncalito-Lote_20,JUNCAL,298.0,100.0,Juncalito-Lote_20,RAYGRAS,2.3,129.0,2578.0,19.984496124031008,False,2019-02-18 00:00:00,3.0,44 days 00:00:00,129.0,2019-01-17 00:00:00,,,,2019-01-08 00:00:00,,,32 days 00:00:00,,,,41 days 00:00:00,,
2893,2019-02-18,JUNCAL,lag_1,Juncalito-Lote_19,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,2019-02-18,JUNCAL,lag_2,Juncalito-Lote_2,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8083,2019-02-18,JUNCAL,lag_3,Juncalito-Lote_3,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,2019-02-18,PARAISO,name,Paraiso-Lote_3,PARAISO,767.0,104.0,Paraiso-Lote_3,KYKUYO,1.8,134.0,2137.0,15.947761194029852,False,2019-02-18 00:00:00,1.0,32 days 00:00:00,134.0,2019-01-30 00:00:00,,,,,,,19 days 00:00:00,,,,,,
3362,2019-02-18,PARAISO,lag_1,Paraiso-Lote_2,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5957,2019-02-18,PARAISO,lag_2,Paraiso-Lote_13,PARAISO_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,2019-02-18,PARAISO,lag_3,Paraiso-Lote_11,PARAISO_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,2019-02-18,RECODO 1,name,RC11,RECODO 1,1236.0,10.0,RC11,KYKUYO,2.3,124.0,2735.0,22.056451612903228,False,2019-02-18 00:00:00,1.0,,124.0,,,,,,,,,,,,,,
3831,2019-02-18,RECODO 1,lag_1,RC15,RECODO 1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,2019-02-18,RECODO 1,lag_2,RC13,RECODO 1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,2019-02-18,RECODO 1,lag_3,RC14,RECODO 1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,2019-02-18,RECODO 2,name,RC60,RECODO 2,1705.0,59.0,RC60,KYKUYO,1.3,143.0,2649.0,18.524475524475523,False,2019-02-18 00:00:00,2.0,,143.0,2019-01-05 00:00:00,,,,,,,44 days 00:00:00,,,,,,
4300,2019-02-18,RECODO 2,lag_1,RC59,RECODO 2_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
6895,2019-02-18,RECODO 2,lag_2,RC58,RECODO 2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,2019-02-18,RECODO 2,lag_3,RC57,RECODO 2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,2019-02-18,RECODO 3,name,RC08,RECODO 3,2174.0,7.0,RC08,KYKUYO,1.4,139.0,2724.0,19.597122302158272,False,2019-02-18 00:00:00,3.0,,139.0,2019-01-22 00:00:00,,,,,,,27 days 00:00:00,,,,,,
4769,2019-02-18,RECODO 3,lag_1,RC05,RECODO 3_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
7364,2019-02-18,RECODO 3,lag_2,RC01,RECODO 3_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9959,2019-02-18,RECODO 3,lag_3,RC02,RECODO 3_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2019-02-19,JUNCAL,name,Juncalito-Lote_21,JUNCAL,299.0,101.0,Juncalito-Lote_21,KYKUYO,2.0,129.0,2551.0,19.775193798449614,False,2019-02-19 00:00:00,1.0,44 days 00:00:00,129.0,2019-01-21 00:00:00,,,,,,,29 days 00:00:00,,,,,,
2894,2019-02-19,JUNCAL,lag_1,Juncalito-Lote_20,JUNCAL_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,2019-02-19,JUNCAL,lag_2,Juncalito-Lote_19,JUNCAL_2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,2019-02-19,JUNCAL,lag_3,Juncalito-Lote_2,JUNCAL_3,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,2019-02-19,PARAISO,name,Paraiso-Lote_3,PARAISO,768.0,104.0,Paraiso-Lote_3,KYKUYO,1.8,136.0,2066.0,15.191176470588234,False,2019-02-19 00:00:00,2.0,32 days 00:00:00,136.0,2019-01-30 00:00:00,,,,,,,20 days 00:00:00,,,,,,
3363,2019-02-19,PARAISO,lag_1,Paraiso-Lote_2,PARAISO_1,,,,,,,,,,,,,,,,,,,,,,,,,,,
